system,step,escape,basin,truth,constraint,coherence,option_density,discoveries,survivability
fixed_gv_escape,13,0.82,0.41952,0.993946,0.996907,0.992542,0.5,0,0.773948
fixed_gv_escape,14,0.82,0.420659,0.991532,0.999897,0.984534,0.5,0,0.772117
fixed_gv_escape,15,0.82,0.431787,0.981369,1.0,0.984467,0.5,0,0.774572
fixed_gv_escape,16,0.82,0.437402,0.988657,0.997199,0.990898,0.5,0,0.778383
fixed_gv_escape,17,0.82,0.436861,0.98421,0.999341,0.988537,0.5,0,0.777985
fixed_gv_escape,18,0.82,0.429971,0.9782,1.0,0.984307,0.5,0,0.774585
fixed_gv_escape,19,0.82,0.430156,0.983469,0.998563,0.987574,0.5,0,0.775446
fixed_gv_escape,20,0.82,0.444703,0.968743,1.0,0.976676,0.5,0,0.775494
fixed_gv_escape,21,0.82,0.461522,0.965421,0.99592,0.973738,0.5,0,0.778443
fixed_gv_escape,22,0.82,0.461267,0.957043,0.990851,0.967481,0.5,0,0.775873
fixed_gv_escape,23,0.82,0.468156,0.956797,0.987176,0.966469,0.5,0,0.776975
fixed_gv_escape,24,0.82,0.467889,0.964705,0.983237,0.970787,0.5,0,0.777705
fixed_gv_escape,25,0.82,0.471171,0.967349,0.996303,0.975751,0.5,0,0.782303
fixed_gv_escape,26,0.82,0.477061,0.968582,0.996678,0.976864,0.5,0,0.784548
fixed_gv_escape,27,0.82,0.47992,0.973228,0.993527,0.97902,0.5,0,0.785194
fixed_gv_escape,28,0.82,0.477474,0.974654,0.984753,0.97799,0.5,0,0.783167
fixed_gv_escape,29,0.82,0.477214,0.981705,0.988054,0.983736,0.5,0,0.786074
fixed_gv_escape,30,0.82,0.495189,0.975117,0.997594,0.981715,0.5,0,0.791547
fixed_gv_escape,31,0.82,0.491629,0.976793,0.994842,0.982386,0.5,0,0.790437
fixed_gv_escape,32,0.82,0.4786,0.984238,0.994515,0.987395,0.5,0,0.788322
fixed_gv_escape,33,0.82,0.484748,0.979361,0.981152,0.979202,0.5,0,0.786081
fixed_gv_escape,34,0.82,0.486431,0.97311,0.982267,0.976136,0.5,0,0.784206
fixed_gv_escape,35,0.82,0.483705,0.979001,0.980637,0.979316,0.5,0,0.784303
fixed_gv_escape,36,0.82,0.489805,0.981682,0.979015,0.979889,0.5,0,0.785884
fixed_gv_escape,37,0.82,0.500835,0.984936,0.978587,0.980353,0.5,0,0.789493
fixed_gv_escape,38,0.82,0.491677,0.981861,0.972428,0.975488,0.5,0,0.786014
fixed_gv_escape,39,0.82,0.477336,0.973337,0.972483,0.971823,0.5,0,0.779709
fixed_gv_escape,40,0.82,0.496174,0.976033,0.97618,0.975405,0.5,0,0.786091
fixed_gv_escape,41,0.82,0.49641,0.975072,0.98058,0.976497,0.5,0,0.785774
fixed_gv_escape,42,0.82,0.501149,0.983525,0.974725,0.974365,0.5,0,0.786722
fixed_gv_escape,43,0.82,0.506432,0.984428,0.972717,0.970359,0.5,0,0.786884
fixed_gv_escape,44,0.82,0.509324,0.982114,0.969444,0.972609,0.5,0,0.788185
fixed_gv_escape,45,0.82,0.522764,0.979466,0.971854,0.97407,0.5,0,0.792115
fixed_gv_escape,46,0.82,0.537471,0.979287,0.977199,0.976523,0.5,0,0.796989
fixed_gv_escape,47,0.82,0.533816,0.987341,0.97977,0.979039,0.5,0,0.798532
fixed_gv_escape,48,0.82,0.546347,0.992323,0.971862,0.972647,0.5,0,0.800324
fixed_gv_escape,49,0.82,0.555447,0.993584,0.964386,0.967858,0.5,0,0.801132
fixed_gv_escape,50,0.82,0.558302,0.983849,0.968656,0.971781,0.5,0,0.801782
fixed_gv_escape,51,0.82,0.568365,0.981809,0.97453,0.971813,0.5,0,0.804368
fixed_gv_escape,52,0.82,0.57431,0.96942,0.975091,0.966675,0.5,0,0.802661
fixed_gv_escape,53,0.82,0.568968,0.972907,0.975974,0.973528,0.5,0,0.803911
fixed_gv_escape,54,0.82,0.566099,0.97226,0.968649,0.969812,0.5,0,0.801612
fixed_gv_escape,55,0.82,0.589132,0.969384,0.968008,0.968305,0.5,0,0.806914
fixed_gv_escape,56,0.82,0.595466,0.970006,0.975511,0.970758,0.5,0,0.810092
fixed_gv_escape,57,0.82,0.603054,0.970858,0.974376,0.971695,0.5,0,0.814127
fixed_gv_escape,58,0.82,0.608717,0.967254,0.985879,0.973167,0.5,0,0.817995
fixed_gv_escape,59,0.82,0.616098,0.969809,0.983214,0.974232,0.5,0,0.82074
fixed_gv_escape,60,0.82,0.621104,0.970487,0.986317,0.97571,0.5,0,0.823172
fixed_gv_escape,61,0.82,0.619256,0.981559,0.980436,0.979977,0.5,0,0.824148
fixed_gv_escape,62,0.82,0.636612,0.976706,0.976627,0.975734,0.5,0,0.826241
fixed_gv_escape,63,0.82,0.628908,0.974552,0.964433,0.967543,0.5,0,0.820713
fixed_gv_escape,64,0.82,0.620283,0.98185,0.957682,0.96563,0.5,0,0.818671
fixed_gv_escape,65,0.82,0.636376,0.986906,0.952937,0.963296,0.5,0,0.822292
fixed_gv_escape,66,0.82,0.637557,0.986293,0.96202,0.96928,0.5,0,0.824347
fixed_gv_escape,67,0.82,0.648474,0.99157,0.962232,0.970013,0.5,0,0.828308
fixed_gv_escape,68,0.82,0.643304,0.99374,0.962568,0.970624,0.5,0,0.82748
fixed_gv_escape,69,0.82,0.637085,0.992516,0.964854,0.97136,0.5,0,0.82555
fixed_gv_escape,70,0.82,0.647634,0.994487,0.976701,0.975956,0.5,0,0.830517
fixed_gv_escape,71,0.82,0.653845,0.989169,0.979223,0.973806,0.5,0,0.830782
fixed_gv_escape,72,0.82,0.665587,0.991137,0.968746,0.966197,0.5,0,0.831036
fixed_gv_escape,73,0.82,0.669037,0.975246,0.977166,0.970306,0.5,0,0.831373
fixed_gv_escape,74,0.82,0.680277,0.971943,0.973739,0.97144,0.5,0,0.833821
fixed_gv_escape,75,0.82,0.696545,0.974966,0.977322,0.975548,0.5,0,0.840734
fixed_gv_escape,76,0.82,0.704978,0.971332,0.979931,0.972939,0.5,0,0.84252
fixed_gv_escape,77,0.82,0.709203,0.953777,0.981623,0.961458,0.5,0,0.84002
fixed_gv_escape,78,0.82,0.705297,0.957876,0.981573,0.965403,0.5,0,0.841382
fixed_gv_escape,79,0.82,0.697821,0.961042,0.984767,0.968725,0.5,0,0.841616
fixed_gv_escape,80,0.82,0.841517,0.925359,0.957895,0.936088,0.525,1,0.868095
fixed_gv_escape,81,0.82,0.851206,0.92855,0.96692,0.940776,0.525,1,0.873414
fixed_gv_escape,82,0.82,0.858533,0.939761,0.957699,0.945641,0.525,1,0.876139
fixed_gv_escape,83,0.82,0.874181,0.943056,0.957246,0.947445,0.525,1,0.881863
fixed_gv_escape,84,0.82,0.874583,0.946792,0.965646,0.952807,0.525,1,0.886216
fixed_gv_escape,85,0.82,0.878216,0.948106,0.970048,0.955318,0.525,1,0.888488
fixed_gv_escape,86,0.82,0.873033,0.957487,0.96413,0.958811,0.525,1,0.887777
fixed_gv_escape,87,0.82,0.892241,0.95626,0.961239,0.956888,0.525,1,0.891806
fixed_gv_escape,88,0.82,0.873023,0.951591,0.97882,0.960464,0.525,1,0.889634
fixed_gv_escape,89,0.82,0.875967,0.953487,0.984549,0.963485,0.525,1,0.892735
fixed_gv_escape,90,0.82,0.874929,0.959642,0.980836,0.966548,0.525,1,0.892508
fixed_gv_escape,91,0.82,0.865688,0.955506,0.974359,0.961723,0.525,1,0.88768
fixed_gv_escape,92,0.82,0.843819,0.950613,0.972318,0.957785,0.525,1,0.879415
fixed_gv_escape,93,0.82,0.84219,0.95742,0.973056,0.962561,0.525,1,0.880888
fixed_gv_escape,94,0.82,0.845,0.954141,0.974906,0.960979,0.525,1,0.881086
fixed_gv_escape,95,0.82,0.856215,0.958114,0.972991,0.962992,0.525,1,0.884975
fixed_gv_escape,96,0.82,0.852554,0.959827,0.970097,0.963125,0.525,1,0.883102
fixed_gv_escape,97,0.82,0.852966,0.964467,0.96685,0.963807,0.525,1,0.885124
fixed_gv_escape,98,0.82,0.86668,0.970332,0.978988,0.973053,0.525,1,0.892748
fixed_gv_escape,99,0.82,0.869142,0.968569,0.982985,0.973332,0.525,1,0.893999
fixed_gv_escape,100,0.82,0.882989,0.97183,0.988302,0.976744,0.525,1,0.899167
fixed_gv_escape,101,0.82,0.899182,0.973303,0.984923,0.976833,0.525,1,0.902955
fixed_gv_escape,102,0.82,0.89679,0.966426,0.976385,0.969717,0.525,1,0.898563
fixed_gv_escape,103,0.82,0.908927,0.969219,0.978704,0.97223,0.525,1,0.902698
fixed_gv_escape,104,0.82,0.915095,0.974464,0.978797,0.975736,0.525,1,0.906648
fixed_gv_escape,105,0.82,0.924718,0.972311,0.968574,0.969227,0.525,1,0.906566
fixed_gv_escape,106,0.82,0.932601,0.975697,0.967451,0.970147,0.525,1,0.908741
fixed_gv_escape,107,0.82,0.939292,0.97308,0.97511,0.973599,0.525,1,0.911349
fixed_gv_escape,108,0.82,0.955664,0.979121,0.973728,0.97551,0.525,1,0.917275
fixed_gv_escape,109,0.82,0.936979,0.974325,0.974232,0.973834,0.525,1,0.91087
fixed_gv_escape,110,0.82,0.949295,0.973187,0.96868,0.969975,0.525,1,0.912949
fixed_gv_escape,111,0.82,0.951326,0.972262,0.983096,0.971616,0.525,1,0.914585
fixed_gv_escape,112,0.82,0.954577,0.96843,0.989015,0.971538,0.525,1,0.91655
fixed_gv_escape,113,0.82,0.955691,0.96873,0.988725,0.971813,0.525,1,0.916923
fixed_gv_escape,114,0.82,0.960991,0.974213,0.981691,0.972833,0.525,1,0.917574
fixed_gv_escape,115,0.82,0.971202,0.976509,0.985286,0.968597,0.525,1,0.920058
fixed_gv_escape,116,0.82,0.969611,0.978242,0.990866,0.965902,0.525,1,0.920025
fixed_gv_escape,117,0.82,0.974325,0.996057,0.992954,0.977353,0.525,1,0.927606
fixed_gv_escape,118,0.82,0.980549,0.990243,0.999529,0.971314,0.525,1,0.927791
fixed_gv_escape,119,0.82,0.985429,0.974642,0.997501,0.969535,0.525,1,0.92638
fixed_gv_escape,120,0.82,0.994429,0.970323,0.989742,0.968201,0.525,1,0.926633
fixed_gv_escape,121,0.82,0.994922,0.978601,0.984957,0.97362,0.525,1,0.928393
fixed_gv_escape,122,0.82,0.985748,0.971346,0.985491,0.975065,0.525,1,0.926321
fixed_gv_escape,123,0.82,0.975223,0.953565,0.990337,0.962778,0.525,1,0.919561
fixed_gv_escape,124,0.82,0.971457,0.957097,0.995711,0.965073,0.525,1,0.920123
fixed_gv_escape,125,0.82,0.974939,0.961674,0.995757,0.969867,0.525,1,0.923274
fixed_gv_escape,126,0.82,0.967592,0.974716,0.99226,0.978101,0.525,1,0.923558
fixed_gv_escape,127,0.82,0.97141,0.973175,0.992394,0.977105,0.525,1,0.924281
fixed_gv_escape,128,0.82,0.95583,0.985287,0.991744,0.986564,0.525,1,0.923589
fixed_gv_escape,129,0.82,0.955342,0.981706,1.0,0.982836,0.525,1,0.923465
fixed_gv_escape,130,0.82,0.953418,0.979554,0.998527,0.984091,0.525,1,0.9234
fixed_gv_escape,131,0.82,0.946173,0.968499,0.992047,0.974689,0.525,1,0.916525
fixed_gv_escape,132,0.82,0.94358,0.957381,0.986184,0.966477,0.525,1,0.91266
fixed_gv_escape,133,0.82,0.94836,0.952677,0.977393,0.960655,0.525,1,0.910061
fixed_gv_escape,134,0.82,0.958585,0.959549,0.981873,0.966291,0.525,1,0.915149
fixed_gv_escape,135,0.82,0.959294,0.959588,0.994654,0.964991,0.525,1,0.916282
fixed_gv_escape,136,0.82,0.972268,0.952037,0.990956,0.959125,0.525,1,0.916894
fixed_gv_escape,137,0.82,0.962781,0.957086,0.995233,0.963796,0.525,1,0.91694
fixed_gv_escape,138,0.82,0.966753,0.953011,0.993384,0.963969,0.525,1,0.918641
fixed_gv_escape,139,0.82,0.960533,0.955541,0.985477,0.963725,0.525,1,0.915072
fixed_gv_escape,140,0.82,0.960258,0.962532,0.989395,0.969808,0.525,1,0.918124
fixed_gv_escape,141,0.82,0.959208,0.965318,0.985951,0.971164,0.525,1,0.917719
fixed_gv_escape,142,0.82,0.959697,0.967742,0.99594,0.973605,0.525,1,0.92031
fixed_gv_escape,143,0.82,0.967452,0.959932,0.989453,0.966679,0.525,1,0.918529
fixed_gv_escape,144,0.82,0.97001,0.964854,0.997308,0.971039,0.525,1,0.922359
fixed_gv_escape,145,0.82,0.956632,0.96636,0.997546,0.972545,0.525,1,0.9193
fixed_gv_escape,146,0.82,0.969837,0.972107,0.991849,0.975592,0.525,1,0.923057
fixed_gv_escape,147,0.82,0.966914,0.975969,0.994242,0.97536,0.525,1,0.922617
fixed_gv_escape,148,0.82,0.971012,0.966334,0.994111,0.97053,0.525,1,0.921716
fixed_gv_escape,149,0.82,0.971592,0.972339,0.995415,0.97084,0.525,1,0.922362
fixed_gv_escape,150,0.82,0.983853,0.980367,0.997494,0.980126,0.525,1,0.929909
fixed_gv_escape,151,0.82,0.992602,0.975504,1.0,0.978736,0.525,1,0.932222
fixed_gv_escape,152,0.82,0.990536,0.977799,0.989974,0.981226,0.525,1,0.931108
fixed_gv_escape,153,0.82,0.99678,0.975353,0.988696,0.978597,0.525,1,0.931362
fixed_gv_escape,154,0.82,1.0,0.984422,0.991171,0.984898,0.525,1,0.935132
fixed_gv_escape,155,0.82,1.0,0.979923,0.990978,0.976881,0.525,1,0.932065
fixed_gv_escape,156,0.82,1.0,0.981022,0.978506,0.979008,0.525,1,0.930801
fixed_gv_escape,157,0.82,0.997973,0.985366,0.980695,0.978686,0.525,1,0.931093
fixed_gv_escape,158,0.82,1.0,0.98336,0.974635,0.975052,0.525,1,0.929616
fixed_gv_escape,159,0.82,1.0,0.975392,0.98135,0.965374,0.525,1,0.926344
fixed_gv_escape,160,0.82,0.998318,0.977039,0.985295,0.971445,0.525,1,0.928565
fixed_gv_escape,161,0.82,1.0,0.978921,0.975478,0.976601,0.525,1,0.92971
fixed_gv_escape,162,0.82,1.0,0.98191,0.977887,0.97806,0.525,1,0.930571
fixed_gv_escape,163,0.82,0.990797,0.982072,0.975185,0.974858,0.525,1,0.926744
fixed_gv_escape,164,0.82,1.0,0.980565,0.980634,0.977519,0.525,1,0.930477
fixed_gv_escape,165,0.82,1.0,0.979366,0.97705,0.977731,0.525,1,0.930037
fixed_gv_escape,166,0.82,0.990555,0.970093,0.980305,0.971832,0.525,1,0.92509
fixed_gv_escape,167,0.82,1.0,0.963388,0.972442,0.96632,0.525,1,0.925748
fixed_gv_escape,168,0.82,0.999926,0.958912,0.970229,0.962643,0.525,1,0.923275
fixed_gv_escape,169,0.82,0.996992,0.966739,0.968742,0.967323,0.525,1,0.923481
fixed_gv_escape,170,0.82,0.979279,0.967039,0.968684,0.967205,0.525,1,0.919241
fixed_gv_escape,171,0.82,0.991854,0.972977,0.977161,0.974345,0.525,1,0.926252
fixed_gv_escape,172,0.82,0.983364,0.978088,0.973237,0.97143,0.525,1,0.922624
fixed_gv_escape,173,0.82,0.986688,0.973817,0.976318,0.964629,0.525,1,0.921331
fixed_gv_escape,174,0.82,1.0,0.980046,0.970751,0.964789,0.525,1,0.92534
fixed_gv_escape,175,0.82,1.0,0.98155,0.978223,0.964515,0.525,1,0.926538
fixed_gv_escape,176,0.82,1.0,0.980482,0.976555,0.965317,0.525,1,0.926347
fixed_gv_escape,177,0.82,0.994893,0.985894,0.971419,0.96392,0.525,1,0.924788
fixed_gv_escape,178,0.82,1.0,0.973614,0.977645,0.962395,0.525,1,0.924605
fixed_gv_escape,179,0.82,0.999455,0.974133,0.989816,0.962708,0.525,1,0.926732
fixed_gv_escape,180,0.82,1.0,0.977423,0.990549,0.968087,0.525,1,0.929023
fixed_gv_escape,181,0.82,0.995408,0.974286,0.991439,0.966834,0.525,1,0.927158
fixed_gv_escape,182,0.82,1.0,0.969223,0.987299,0.960187,0.525,1,0.925092
fixed_gv_escape,183,0.82,1.0,0.97305,0.979649,0.962205,0.525,1,0.924808
fixed_gv_escape,184,0.82,1.0,0.980334,0.994146,0.961657,0.525,1,0.92814
fixed_gv_escape,185,0.82,0.996258,0.990577,1.0,0.964848,0.525,1,0.930449
fixed_gv_escape,186,0.82,0.993006,0.996208,0.997721,0.965524,0.525,1,0.930208
fixed_gv_escape,187,0.82,0.994782,0.994915,0.997854,0.969806,0.525,1,0.931755
fixed_gv_escape,188,0.82,1.0,0.999891,0.996721,0.968184,0.525,1,0.933354
fixed_gv_escape,189,0.82,1.0,0.991359,0.994854,0.967319,0.525,1,0.931479
fixed_gv_escape,190,0.82,1.0,0.994504,1.0,0.970495,0.525,1,0.9337
fixed_gv_escape,191,0.82,0.995787,0.994745,1.0,0.965533,0.525,1,0.931131
fixed_gv_escape,192,0.82,0.996481,0.997388,1.0,0.964498,0.525,1,0.931431
fixed_gv_escape,193,0.82,0.998304,0.98025,0.997092,0.966134,0.525,1,0.929487
fixed_gv_escape,194,0.82,1.0,0.99037,0.992618,0.969134,0.525,1,0.93149
fixed_gv_escape,195,0.82,1.0,0.990167,0.993125,0.975869,0.525,1,0.933474
fixed_gv_escape,196,0.82,0.996275,0.986586,0.996306,0.9733,0.525,1,0.931713
fixed_gv_escape,197,0.82,0.999129,0.978118,1.0,0.97175,0.525,1,0.931716
fixed_gv_escape,198,0.82,0.99682,0.967455,0.993403,0.970149,0.525,1,0.928617
fixed_gv_escape,199,0.82,1.0,0.967906,0.991015,0.968299,0.525,1,0.928336
fixed_gv_escape,200,0.82,1.0,0.981588,0.999653,0.968179,0.525,1,0.931192
fixed_gv_escape,201,0.82,0.997928,0.981676,0.999301,0.98023,0.525,1,0.93431
fixed_gv_escape,202,0.82,1.0,0.985939,0.999313,0.982996,0.525,1,0.936143
fixed_gv_escape,203,0.82,1.0,0.989441,1.0,0.986903,0.525,1,0.937842
fixed_gv_escape,204,0.82,1.0,0.990194,0.992969,0.985127,0.525,1,0.936119
fixed_gv_escape,205,0.82,1.0,0.987626,0.987572,0.979385,0.525,1,0.933205
fixed_gv_escape,206,0.82,1.0,0.979189,0.981951,0.976066,0.525,1,0.93008
fixed_gv_escape,207,0.82,1.0,0.984271,0.979211,0.974858,0.525,1,0.930136
fixed_gv_escape,208,0.82,0.997568,0.980059,0.98703,0.979033,0.525,1,0.931343
fixed_gv_escape,209,0.82,1.0,0.96881,0.995552,0.973124,0.525,1,0.931184
fixed_gv_escape,210,0.82,1.0,0.970064,0.994038,0.974824,0.525,1,0.931673
fixed_gv_escape,211,0.82,1.0,0.961467,0.990972,0.970448,0.525,1,0.930578
fixed_gv_escape,212,0.82,1.0,0.957359,0.993265,0.967384,0.525,1,0.929363
fixed_gv_escape,213,0.82,1.0,0.954479,0.998204,0.966725,0.525,1,0.930272
fixed_gv_escape,214,0.82,1.0,0.975329,1.0,0.98224,0.525,1,0.936428
fixed_gv_escape,215,0.82,1.0,0.984647,1.0,0.988947,0.525,1,0.93891
fixed_gv_escape,216,0.82,0.993235,0.988043,0.992552,0.989017,0.525,1,0.935224
fixed_gv_escape,217,0.82,1.0,0.993831,0.995764,0.994057,0.525,1,0.939759
fixed_gv_escape,218,0.82,1.0,0.984978,0.983874,0.983631,0.525,1,0.935327
fixed_gv_escape,219,0.82,1.0,0.992091,0.980655,0.984404,0.525,1,0.936223
fixed_gv_escape,220,0.82,0.988513,0.993075,0.978425,0.982972,0.525,1,0.932293
fixed_gv_escape,221,0.82,0.979586,0.995585,0.973121,0.979918,0.525,1,0.929241
fixed_gv_escape,222,0.82,0.985901,0.990052,0.969355,0.976002,0.525,1,0.928866
fixed_gv_escape,223,0.82,0.993023,0.984974,0.972333,0.976495,0.525,1,0.930541
fixed_gv_escape,224,0.82,1.0,0.980995,0.972933,0.975338,0.525,1,0.931747
fixed_gv_escape,225,0.82,0.997149,0.976723,0.979696,0.976991,0.525,1,0.931596
fixed_gv_escape,226,0.82,1.0,0.978247,0.978454,0.977198,0.525,1,0.93247
fixed_gv_escape,227,0.82,0.99542,0.972716,0.982069,0.975677,0.525,1,0.930533
fixed_gv_escape,228,0.82,1.0,0.97811,0.990601,0.981022,0.525,1,0.933576
fixed_gv_escape,229,0.82,1.0,0.969625,0.986961,0.973719,0.525,1,0.929959
fixed_gv_escape,230,0.82,1.0,0.982696,0.982477,0.982381,0.525,1,0.932987
fixed_gv_escape,231,0.82,1.0,0.985623,0.984839,0.984599,0.525,1,0.93547
fixed_gv_escape,232,0.82,0.994799,0.99084,0.99066,0.990313,0.525,1,0.936925
fixed_gv_escape,233,0.82,0.999583,0.992325,0.991675,0.988293,0.525,1,0.937023
fixed_gv_escape,234,0.82,0.997517,0.985443,1.0,0.986951,0.525,1,0.936954
fixed_gv_escape,235,0.82,0.996279,0.987668,1.0,0.985896,0.525,1,0.936322
fixed_gv_escape,236,0.82,1.0,0.976432,0.999655,0.978559,0.525,1,0.934143
fixed_gv_escape,237,0.82,0.999267,0.977983,1.0,0.978841,0.525,1,0.934141
fixed_gv_escape,238,0.82,1.0,0.975361,1.0,0.97753,0.525,1,0.933787
fixed_gv_escape,239,0.82,1.0,0.977963,0.999606,0.977574,0.525,1,0.933804
fixed_gv_escape,240,0.82,1.0,0.978563,0.997719,0.977546,0.525,1,0.933464
fixed_gv_escape,241,0.82,1.0,0.97522,0.993777,0.977182,0.525,1,0.932462
fixed_gv_escape,242,0.82,1.0,0.968473,0.992385,0.970968,0.525,1,0.929649
fixed_gv_escape,243,0.82,1.0,0.960908,0.982906,0.964654,0.525,1,0.925314
fixed_gv_escape,244,0.82,1.0,0.964737,0.990487,0.962172,0.525,1,0.925903
fixed_gv_escape,245,0.82,1.0,0.970212,0.982839,0.965738,0.525,1,0.926082
fixed_gv_escape,246,0.82,1.0,0.961618,0.983552,0.958642,0.525,1,0.923165
fixed_gv_escape,247,0.82,1.0,0.970523,0.980848,0.966837,0.525,1,0.926086
fixed_gv_escape,248,0.82,0.990134,0.975105,0.987189,0.968115,0.525,1,0.925386
fixed_gv_escape,249,0.82,1.0,0.968675,0.986514,0.965993,0.525,1,0.926716
fixed_gv_escape,250,0.82,0.998267,0.965532,0.987523,0.967712,0.525,1,0.926905
fixed_gv_escape,251,0.82,0.989487,0.968486,0.981388,0.971808,0.525,1,0.9252
fixed_gv_escape,252,0.82,0.98737,0.965921,0.981504,0.970372,0.525,1,0.924303
fixed_gv_escape,253,0.82,0.990604,0.958991,0.98644,0.966018,0.525,1,0.924355
fixed_gv_escape,254,0.82,0.988222,0.95064,0.986654,0.961233,0.525,1,0.922647
fixed_gv_escape,255,0.82,0.989905,0.946939,0.997611,0.958811,0.525,1,0.923427
fixed_gv_escape,256,0.82,0.997745,0.937437,1.0,0.95312,0.525,1,0.924164
fixed_gv_escape,257,0.82,1.0,0.938397,0.993621,0.95308,0.525,1,0.923755
fixed_gv_escape,258,0.82,1.0,0.945135,1.0,0.959031,0.525,1,0.927141
fixed_gv_escape,259,0.82,1.0,0.943955,1.0,0.957782,0.525,1,0.926533
fixed_gv_escape,260,0.82,0.99479,0.940392,1.0,0.956278,0.525,1,0.924931
fixed_gv_escape,261,0.82,1.0,0.939031,1.0,0.956109,0.525,1,0.926759
fixed_gv_escape,262,0.82,1.0,0.952362,0.995777,0.964276,0.525,1,0.928668
fixed_gv_escape,263,0.82,1.0,0.939702,0.994662,0.954547,0.525,1,0.924651
fixed_gv_escape,264,0.82,1.0,0.937955,0.998366,0.954473,0.525,1,0.925549
fixed_gv_escape,265,0.82,0.999336,0.926513,0.991873,0.94474,0.525,1,0.920448
fixed_gv_escape,266,0.82,0.995053,0.925696,0.984771,0.943199,0.525,1,0.917794
fixed_gv_escape,267,0.82,1.0,0.928059,0.975994,0.94287,0.525,1,0.917566
fixed_gv_escape,268,0.82,1.0,0.930725,0.985286,0.947073,0.525,1,0.920848
fixed_gv_escape,269,0.82,1.0,0.9367,0.980903,0.950774,0.525,1,0.922211
fixed_gv_escape,270,0.82,0.992,0.941381,0.982793,0.954452,0.525,1,0.921433
fixed_gv_escape,271,0.82,0.989528,0.946847,0.983062,0.958423,0.525,1,0.922375
fixed_gv_escape,272,0.82,0.983571,0.943119,0.970324,0.9521,0.525,1,0.917072
fixed_gv_escape,273,0.82,0.987912,0.947096,0.974852,0.956165,0.525,1,0.919439
fixed_gv_escape,274,0.82,1.0,0.959012,0.981551,0.966347,0.525,1,0.927666
fixed_gv_escape,275,0.82,1.0,0.959326,0.985482,0.967307,0.525,1,0.928108
fixed_gv_escape,276,0.82,1.0,0.962056,0.988892,0.96947,0.525,1,0.929087
fixed_gv_escape,277,0.82,1.0,0.978161,0.991919,0.97864,0.525,1,0.932722
fixed_gv_escape,278,0.82,1.0,0.98688,0.98489,0.981864,0.525,1,0.933395
fixed_gv_escape,279,0.82,1.0,0.985222,0.975973,0.978497,0.525,1,0.931607
fixed_gv_escape,280,0.82,1.0,0.988109,0.973866,0.975935,0.525,1,0.930888
fixed_gv_escape,281,0.82,1.0,0.991418,0.983683,0.977495,0.525,1,0.932751
fixed_gv_escape,282,0.82,1.0,0.988296,0.988885,0.978163,0.525,1,0.933165
fixed_gv_escape,283,0.82,1.0,0.989679,0.994835,0.981214,0.525,1,0.93523
fixed_gv_escape,284,0.82,1.0,0.988867,0.990697,0.982476,0.525,1,0.934783
fixed_gv_escape,285,0.82,1.0,0.997263,0.99478,0.986291,0.525,1,0.937834
fixed_gv_escape,286,0.82,0.993191,0.99605,0.99555,0.987668,0.525,1,0.936243
fixed_gv_escape,287,0.82,1.0,0.992019,0.991588,0.991689,0.525,1,0.938295
fixed_gv_escape,288,0.82,1.0,0.991622,0.991231,0.991277,0.525,1,0.938156
fixed_gv_escape,289,0.82,1.0,0.993018,0.995477,0.986884,0.525,1,0.937452
fixed_gv_escape,290,0.82,1.0,0.995647,0.969281,0.975387,0.525,1,0.932374
fixed_gv_escape,291,0.82,0.987313,1.0,0.953596,0.96575,0.525,1,0.926343
fixed_gv_escape,292,0.82,0.971793,1.0,0.96193,0.972138,0.525,1,0.924545
fixed_gv_escape,293,0.82,0.97178,0.988832,0.967254,0.974216,0.525,1,0.9241
fixed_gv_escape,294,0.82,0.959157,0.980086,0.963187,0.968694,0.525,1,0.916449
fixed_gv_escape,295,0.82,0.965584,0.972118,0.968983,0.969225,0.525,1,0.91839
fixed_gv_escape,296,0.82,0.967484,0.961278,0.967945,0.962804,0.525,1,0.91604
fixed_gv_escape,297,0.82,0.973795,0.963936,0.967346,0.963947,0.525,1,0.918541
fixed_gv_escape,298,0.82,0.976311,0.966952,0.967235,0.965732,0.525,1,0.91953
fixed_gv_escape,299,0.82,0.975149,0.970287,0.968414,0.968171,0.525,1,0.920118
fixed_gv_escape,300,0.82,0.974364,0.961328,0.971684,0.964533,0.525,1,0.918637
fixed_gv_escape,301,0.82,0.973392,0.973891,0.970278,0.971133,0.525,1,0.920562
fixed_gv_escape,302,0.82,0.962801,0.983891,0.979419,0.980842,0.525,1,0.922685
fixed_gv_escape,303,0.82,0.980571,0.982277,0.978439,0.979205,0.525,1,0.927993
fixed_gv_escape,304,0.82,1.0,0.984315,0.976721,0.979169,0.525,1,0.933046
fixed_gv_escape,305,0.82,1.0,0.991666,0.981031,0.984437,0.525,1,0.935805
fixed_gv_escape,306,0.82,1.0,0.997999,0.9842,0.988018,0.525,1,0.938078
fixed_gv_escape,307,0.82,1.0,0.979269,0.986983,0.981736,0.525,1,0.934734
fixed_gv_escape,308,0.82,1.0,0.97986,0.984609,0.981108,0.525,1,0.934337
fixed_gv_escape,309,0.82,1.0,0.985264,0.985183,0.984437,0.525,1,0.935813
fixed_gv_escape,310,0.82,1.0,0.975455,0.982379,0.977472,0.525,1,0.932707
fixed_gv_escape,311,0.82,0.98602,0.976405,0.991146,0.981204,0.525,1,0.930989
