agent,step,fitness,state,truth,constraint,correction,coherence,survivability
reckless_discontinuity,51,0.801041,1.0,1.0,1.0,1.0,1.0,0.930364
reckless_discontinuity,52,0.827669,1.0,1.0,1.0,1.0,1.0,0.939684
reckless_discontinuity,53,0.838636,1.0,1.0,1.0,1.0,1.0,0.943523
reckless_discontinuity,54,0.854272,1.0,1.0,1.0,1.0,1.0,0.948995
reckless_discontinuity,55,0.856413,0.996441,0.996441,0.996441,0.996441,0.996441,0.947431
reckless_discontinuity,56,0.862912,0.997265,0.997271,0.997271,0.997265,0.997265,0.950244
reckless_discontinuity,57,0.860243,0.988915,0.988926,0.988926,0.988915,0.988915,0.943884
reckless_discontinuity,58,0.877818,1.0,1.0,1.0,1.0,1.0,0.957236
reckless_discontinuity,59,0.869378,0.98586,0.98586,0.98586,0.98586,0.98586,0.945092
reckless_discontinuity,60,1.0,0.73121,0.868244,0.854119,0.889692,0.783364,0.906263
reckless_discontinuity,61,1.0,0.730803,0.86711,0.853108,0.888177,0.782672,0.905537
reckless_discontinuity,62,1.0,0.746743,0.882327,0.868448,0.903014,0.798329,0.91544
reckless_discontinuity,63,1.0,0.757526,0.892367,0.87861,0.912704,0.808822,0.921983
reckless_discontinuity,64,1.0,0.781071,0.915157,0.90152,0.935163,0.832073,0.936817
reckless_discontinuity,65,1.0,0.791373,0.924669,0.911151,0.944386,0.84207,0.943029
reckless_discontinuity,66,0.986836,0.773969,0.906463,0.893063,0.925911,0.824358,0.92662
reckless_discontinuity,67,0.991732,0.774747,0.906478,0.893196,0.925626,0.824841,0.928369
reckless_discontinuity,68,0.983368,0.76226,0.893232,0.880066,0.912082,0.81206,0.916857
reckless_discontinuity,69,0.982849,0.757705,0.887947,0.874896,0.906478,0.80722,0.91326
reckless_discontinuity,70,1.0,0.777536,0.907063,0.894126,0.925268,0.826771,0.931705
reckless_discontinuity,71,1.0,0.786743,0.915526,0.902702,0.933441,0.83569,0.937231
reckless_discontinuity,72,0.997313,0.779849,0.907878,0.895167,0.92552,0.828505,0.931347
reckless_discontinuity,73,0.990848,0.769225,0.89652,0.883919,0.913877,0.817596,0.921726
reckless_discontinuity,74,0.996942,0.771234,0.897818,0.885328,0.914873,0.819328,0.924723
reckless_discontinuity,75,0.988043,0.758237,0.884114,0.871733,0.90087,0.806054,0.91272
reckless_discontinuity,76,0.985689,0.751876,0.877074,0.864802,0.89351,0.799426,0.907336
reckless_discontinuity,77,0.995133,0.757357,0.881894,0.869729,0.898,0.804646,0.913786
reckless_discontinuity,78,1.0,0.772919,0.896791,0.884732,0.912578,0.819946,0.925186
reckless_discontinuity,79,1.0,0.781813,0.904999,0.893046,0.920495,0.828573,0.930541
reckless_discontinuity,80,0.978205,0.755845,0.878335,0.866487,0.893556,0.802333,0.905603
reckless_discontinuity,81,0.987557,0.761207,0.883052,0.871307,0.897953,0.80744,0.911954
reckless_discontinuity,82,0.994121,0.763743,0.88494,0.873298,0.899532,0.809719,0.915492
reckless_discontinuity,83,1.0,0.770363,0.890913,0.879373,0.905202,0.816085,0.921446
reckless_discontinuity,84,1.0,0.791365,0.911262,0.899823,0.92526,0.836829,0.934689
reckless_discontinuity,85,0.980941,0.768067,0.88728,0.875941,0.901024,0.813265,0.912454
reckless_discontinuity,86,0.979548,0.762597,0.881173,0.869933,0.894624,0.807543,0.908011
reckless_discontinuity,87,0.992339,0.77135,0.889303,0.878162,0.902453,0.816049,0.917784
reckless_discontinuity,88,0.97906,0.753971,0.871293,0.860249,0.884156,0.798421,0.901445
reckless_discontinuity,89,1.0,0.773405,0.89013,0.879183,0.902679,0.817616,0.921026
reckless_discontinuity,90,1.0,0.779411,0.895512,0.88466,0.90778,0.823375,0.924539
reckless_discontinuity,91,1.0,0.791114,0.906585,0.895829,0.918585,0.83483,0.931754
reckless_discontinuity,92,0.998849,0.785725,0.900551,0.889889,0.912303,0.829188,0.927449
reckless_discontinuity,93,1.0,0.79699,0.911187,0.900618,0.922682,0.840206,0.934784
reckless_discontinuity,94,1.0,0.811233,0.924786,0.914309,0.936045,0.854196,0.943645
reckless_discontinuity,95,1.0,0.815349,0.928238,0.917853,0.939287,0.858055,0.945917
reckless_discontinuity,96,1.0,0.819454,0.931679,0.921385,0.942525,0.861903,0.948182
reckless_discontinuity,97,1.0,0.823962,0.935521,0.925317,0.946172,0.866153,0.950709
reckless_discontinuity,98,0.99534,0.814834,0.925725,0.91561,0.936188,0.856767,0.942741
reckless_discontinuity,99,0.99927,0.81436,0.924604,0.914578,0.934865,0.856041,0.943415
reckless_discontinuity,100,1.0,0.813829,0.923434,0.913495,0.93349,0.855262,0.942936
reckless_discontinuity,101,1.0,0.819733,0.928705,0.918853,0.938557,0.860919,0.946387
reckless_discontinuity,102,1.0,0.832993,0.941326,0.931561,0.950985,0.873931,0.954618
reckless_discontinuity,103,0.992998,0.82146,0.929137,0.919457,0.938625,0.862145,0.944276
reckless_discontinuity,104,0.997197,0.821209,0.928257,0.918662,0.937555,0.86165,0.945201
reckless_discontinuity,105,1.0,0.840238,0.946662,0.937151,0.955769,0.880436,0.958172
reckless_discontinuity,106,0.996777,0.832434,0.938206,0.928778,0.947156,0.872381,0.95158
reckless_discontinuity,107,0.99261,0.82374,0.92888,0.919534,0.937659,0.863442,0.944089
reckless_discontinuity,108,1.0,0.827401,0.93193,0.922666,0.940523,0.866866,0.948684
reckless_discontinuity,109,1.0,0.838742,0.942658,0.933475,0.951072,0.877969,0.955684
reckless_discontinuity,110,1.0,0.840008,0.943297,0.934194,0.951551,0.878993,0.95613
reckless_discontinuity,111,1.0,0.857075,0.959741,0.950718,0.967838,0.895819,0.966849
reckless_discontinuity,112,1.0,0.868357,0.970374,0.96143,0.978345,0.906854,0.973798
reckless_discontinuity,113,1.0,0.879381,0.980735,0.97187,0.988598,0.917626,0.980573
reckless_discontinuity,114,1.0,0.886874,0.987553,0.978765,0.995327,0.924864,0.985049
reckless_discontinuity,115,1.0,0.915598,1.0,1.0,1.0,0.947835,0.994783
reckless_discontinuity,116,1.0,0.913727,0.997538,0.997538,0.997538,0.945738,0.99322
reckless_discontinuity,117,0.981658,0.890289,0.973517,0.973517,0.973513,0.922076,0.971222
reckless_discontinuity,118,1.0,0.910308,0.993,0.993,0.992949,0.941885,0.990331
reckless_discontinuity,119,1.0,0.905443,0.987569,0.987569,0.987506,0.936802,0.986834
reckless_discontinuity,120,1.0,0.9074,0.988972,0.988972,0.988888,0.938545,0.987777
reckless_discontinuity,121,1.0,0.923762,1.0,1.0,1.0,0.952881,0.995288
reckless_discontinuity,122,0.986473,0.905069,0.980773,0.980773,0.980773,0.933983,0.978089
reckless_discontinuity,123,0.977153,0.890714,0.965921,0.965921,0.965888,0.919434,0.965199
reckless_discontinuity,124,0.963638,0.872263,0.947004,0.947004,0.946911,0.900798,0.948191
reckless_discontinuity,125,0.959808,0.863628,0.937938,0.937938,0.937753,0.891986,0.94097
reckless_discontinuity,126,0.970784,0.869858,0.943757,0.943757,0.943465,0.898046,0.948601
reckless_discontinuity,127,0.982774,0.877059,0.950539,0.950539,0.950151,0.905074,0.957217
reckless_discontinuity,128,0.991789,0.881235,0.954287,0.954287,0.953815,0.909076,0.962821
reckless_discontinuity,129,0.980536,0.865113,0.937734,0.937734,0.937185,0.89278,0.948137
reckless_discontinuity,130,0.977979,0.574198,0.78343,0.769305,0.804248,0.65425,0.838902
reckless_discontinuity,131,0.984331,0.577831,0.785977,0.771975,0.806271,0.65744,0.842791
reckless_discontinuity,132,0.98437,0.575125,0.782189,0.768309,0.801965,0.654293,0.840353
reckless_discontinuity,133,0.995582,0.583612,0.789607,0.775849,0.808864,0.662343,0.849109
reckless_discontinuity,134,1.0,0.59495,0.799871,0.786234,0.818626,0.673243,0.857339
reckless_discontinuity,135,1.0,0.599444,0.803281,0.789763,0.821554,0.677297,0.859572
reckless_discontinuity,136,1.0,0.61137,0.814124,0.800725,0.831925,0.688784,0.866637
reckless_discontinuity,137,1.0,0.616841,0.818501,0.805219,0.835852,0.693812,0.869503
reckless_discontinuity,138,1.0,0.625884,0.82645,0.813284,0.843362,0.702414,0.874692
reckless_discontinuity,139,0.997244,0.620046,0.819513,0.806462,0.836002,0.696134,0.869244
reckless_discontinuity,140,1.0,0.620551,0.818937,0.806,0.834995,0.696202,0.869857
reckless_discontinuity,141,1.0,0.625568,0.822882,0.810059,0.838511,0.700786,0.872443
reckless_discontinuity,142,1.0,0.638035,0.834278,0.821567,0.849488,0.712821,0.879874
reckless_discontinuity,143,1.0,0.635844,0.831004,0.818403,0.845817,0.710195,0.877773
reckless_discontinuity,144,1.0,0.644647,0.838736,0.826246,0.85315,0.718567,0.882826
reckless_discontinuity,145,1.0,0.643945,0.836957,0.824577,0.850988,0.717433,0.881698
reckless_discontinuity,146,1.0,0.645027,0.836973,0.824701,0.85062,0.718086,0.881737
reckless_discontinuity,147,1.0,0.657466,0.848354,0.836189,0.86162,0.7301,0.889162
reckless_discontinuity,148,0.981783,0.635947,0.825764,0.813706,0.838672,0.708152,0.868134
reckless_discontinuity,149,0.971926,0.622937,0.811731,0.799778,0.824244,0.694729,0.855585
reckless_discontinuity,150,0.959839,0.607791,0.795592,0.783744,0.807688,0.679178,0.840882
reckless_discontinuity,151,0.937536,0.582533,0.769377,0.757633,0.781031,0.653526,0.816047
reckless_discontinuity,152,0.935097,0.577316,0.763256,0.751614,0.774424,0.647931,0.811215
reckless_discontinuity,153,0.94979,0.589268,0.774321,0.762781,0.784997,0.65951,0.823547
reckless_discontinuity,154,0.952071,0.588724,0.772877,0.761438,0.783083,0.65859,0.823409
reckless_discontinuity,155,0.960145,0.593977,0.777238,0.765899,0.786975,0.663469,0.829071
reckless_discontinuity,156,0.978916,0.60989,0.792258,0.781018,0.801537,0.679009,0.845407
reckless_discontinuity,157,1.0,0.628553,0.810008,0.798866,0.818858,0.697294,0.864333
reckless_discontinuity,158,1.0,0.630323,0.81084,0.799796,0.819296,0.69868,0.86489
reckless_discontinuity,159,1.0,0.649154,0.828739,0.817791,0.836804,0.717128,0.876539
reckless_discontinuity,160,1.0,0.652715,0.831343,0.820491,0.839052,0.7203,0.878255
reckless_discontinuity,161,0.995651,0.645097,0.82277,0.812013,0.83013,0.712295,0.871183
reckless_discontinuity,162,0.994218,0.640449,0.817188,0.806525,0.824186,0.707265,0.867073
reckless_discontinuity,163,0.982152,0.625199,0.801021,0.790451,0.807651,0.69164,0.852359
reckless_discontinuity,164,0.977194,0.617165,0.792104,0.781627,0.79834,0.68324,0.844839
reckless_discontinuity,165,0.978598,0.615549,0.789627,0.779242,0.795455,0.681265,0.843728
reckless_discontinuity,166,0.993941,0.627883,0.801111,0.790817,0.80653,0.693243,0.856569
reckless_discontinuity,167,1.0,0.651137,0.8235,0.813296,0.828533,0.716138,0.873253
reckless_discontinuity,168,0.989114,0.636993,0.808459,0.798344,0.813147,0.701626,0.859685
reckless_discontinuity,169,0.999528,0.644248,0.814848,0.804822,0.819169,0.708523,0.867497
reckless_discontinuity,170,0.992741,0.634252,0.803982,0.794043,0.807949,0.698168,0.858074
reckless_discontinuity,171,1.0,0.642508,0.811394,0.801542,0.814989,0.706073,0.865443
reckless_discontinuity,172,1.0,0.643438,0.811471,0.801705,0.814711,0.70665,0.865507
reckless_discontinuity,173,0.983729,0.623963,0.79115,0.78147,0.794038,0.686825,0.846617
reckless_discontinuity,174,1.0,0.637735,0.804117,0.794521,0.806619,0.700258,0.860746
reckless_discontinuity,175,0.99844,0.633011,0.798571,0.789059,0.800712,0.695191,0.856606
reckless_discontinuity,176,0.997733,0.629173,0.793926,0.784498,0.795701,0.691015,0.853348
reckless_discontinuity,177,0.990596,0.618931,0.782892,0.773547,0.784294,0.680439,0.843684
reckless_discontinuity,178,0.988445,0.613748,0.776941,0.767677,0.777952,0.674929,0.839065
reckless_discontinuity,179,0.999279,0.621586,0.784027,0.774844,0.784641,0.682445,0.847463
reckless_discontinuity,180,1.0,0.621964,0.783646,0.774543,0.783878,0.6825,0.84747
reckless_discontinuity,181,1.0,0.628554,0.789483,0.78046,0.789335,0.688769,0.851266
reckless_discontinuity,182,1.0,0.635497,0.795668,0.786724,0.795152,0.69539,0.85529
reckless_discontinuity,183,1.0,0.653897,0.813304,0.804438,0.812434,0.713466,0.86676
reckless_discontinuity,184,1.0,0.652206,0.810824,0.802036,0.809634,0.711446,0.865162
reckless_discontinuity,185,0.987978,0.636918,0.794757,0.786046,0.793244,0.695833,0.850523
reckless_discontinuity,186,1.0,0.652267,0.80936,0.800725,0.807498,0.710864,0.864228
reckless_discontinuity,187,1.0,0.650723,0.80705,0.798491,0.804868,0.708999,0.862738
reckless_discontinuity,188,1.0,0.666543,0.822113,0.813629,0.819609,0.724501,0.87254
reckless_discontinuity,189,1.0,0.673478,0.82827,0.81986,0.825472,0.731112,0.876558
reckless_discontinuity,190,1.0,0.67419,0.828199,0.819863,0.82512,0.731501,0.87653
reckless_discontinuity,191,1.0,0.680656,0.833888,0.825624,0.83053,0.737645,0.880246
reckless_discontinuity,192,1.0,0.706303,0.858753,0.850562,0.855128,0.76297,0.896429
reckless_discontinuity,193,1.0,0.733283,0.884913,0.876793,0.881066,0.789618,0.913463
reckless_discontinuity,194,1.0,0.735982,0.886753,0.878704,0.882731,0.791977,0.914699
reckless_discontinuity,195,1.0,0.739753,0.889666,0.881688,0.885474,0.795408,0.916633
reckless_discontinuity,196,1.0,0.754489,0.903546,0.895638,0.899191,0.809806,0.925696
reckless_discontinuity,197,0.995552,0.74606,0.894242,0.886403,0.889748,0.801034,0.918138
reckless_discontinuity,198,1.0,0.751835,0.899165,0.891394,0.894517,0.806472,0.922936
reckless_discontinuity,199,1.0,0.753261,0.899736,0.892034,0.894945,0.807563,0.923352
reckless_discontinuity,200,1.0,0.494617,0.777253,0.755492,0.793792,0.60126,0.835744
reckless_discontinuity,201,0.9957,0.488155,0.769201,0.747631,0.785235,0.594169,0.829064
reckless_discontinuity,202,0.982325,0.472663,0.752146,0.730765,0.767664,0.578057,0.813351
reckless_discontinuity,203,0.963149,0.451478,0.729439,0.708245,0.744414,0.556265,0.791928
reckless_discontinuity,204,0.95544,0.441909,0.718398,0.697389,0.732795,0.546104,0.782091
reckless_discontinuity,205,0.955636,0.440312,0.715358,0.694533,0.729161,0.543923,0.780217
reckless_discontinuity,206,0.957818,0.440711,0.71433,0.693687,0.727539,0.543745,0.780345
reckless_discontinuity,207,0.986765,0.467873,0.740076,0.719614,0.752693,0.570333,0.807243
reckless_discontinuity,208,1.0,0.48487,0.755623,0.73534,0.767696,0.586748,0.822022
reckless_discontinuity,209,0.994155,0.476931,0.746216,0.72611,0.757777,0.578222,0.813908
reckless_discontinuity,210,1.0,0.484765,0.752609,0.732679,0.763645,0.585477,0.820152
reckless_discontinuity,211,1.0,0.483487,0.749889,0.730133,0.760414,0.583621,0.818429
reckless_discontinuity,212,1.0,0.48369,0.748665,0.729082,0.758679,0.583252,0.817677
reckless_discontinuity,213,1.0,0.489528,0.753088,0.733677,0.762592,0.588522,0.820594
reckless_discontinuity,214,1.0,0.500531,0.762679,0.743437,0.771684,0.598958,0.826872
reckless_discontinuity,215,1.0,0.499956,0.760684,0.741611,0.769211,0.597816,0.825622
reckless_discontinuity,216,1.0,0.516223,0.775544,0.756638,0.783593,0.613519,0.835327
reckless_discontinuity,217,0.991997,0.505906,0.763805,0.745064,0.771405,0.602635,0.824947
reckless_discontinuity,218,0.997773,0.509441,0.765948,0.747371,0.773081,0.605612,0.828408
reckless_discontinuity,219,1.0,0.544047,0.799168,0.780754,0.805841,0.639664,0.850827
reckless_discontinuity,220,1.0,0.549915,0.803602,0.785349,0.809877,0.644965,0.853768
reckless_discontinuity,221,1.0,0.570265,0.822519,0.804426,0.828407,0.664748,0.866125
reckless_discontinuity,222,1.0,0.574371,0.82517,0.807235,0.830706,0.668284,0.867915
reckless_discontinuity,223,1.0,0.58432,0.833669,0.815891,0.838861,0.677664,0.873508
reckless_discontinuity,224,1.0,0.586548,0.834443,0.816821,0.839307,0.679323,0.874081
reckless_discontinuity,225,1.0,0.587397,0.833847,0.816379,0.838387,0.679607,0.873764
reckless_discontinuity,226,0.996346,0.580932,0.825947,0.808632,0.830165,0.67258,0.86742
reckless_discontinuity,227,1.0,0.589029,0.832634,0.81547,0.836517,0.680123,0.873111
reckless_discontinuity,228,0.995482,0.581687,0.82388,0.806866,0.827443,0.672228,0.865907
reckless_discontinuity,229,1.0,0.592602,0.833408,0.816543,0.836638,0.682598,0.873746
reckless_discontinuity,230,1.0,0.608478,0.847889,0.831172,0.850805,0.697927,0.883226
reckless_discontinuity,231,1.0,0.615617,0.853618,0.837047,0.856248,0.704516,0.887022
reckless_discontinuity,232,1.0,0.614872,0.851464,0.835038,0.853819,0.703223,0.885696
reckless_discontinuity,233,1.0,0.623016,0.858211,0.841929,0.86029,0.710823,0.890154
reckless_discontinuity,234,1.0,0.621951,0.855748,0.839608,0.857564,0.709214,0.888627
reckless_discontinuity,235,1.0,0.635824,0.868237,0.852238,0.869787,0.722549,0.896818
reckless_discontinuity,236,0.983723,0.616396,0.847413,0.831554,0.848722,0.70258,0.877663
reckless_discontinuity,237,0.985396,0.615054,0.844721,0.829001,0.845754,0.700711,0.876567
reckless_discontinuity,238,0.967206,0.593859,0.82219,0.806607,0.822944,0.678993,0.855622
reckless_discontinuity,239,0.954965,0.578761,0.805805,0.790359,0.806242,0.663386,0.840746
reckless_discontinuity,240,0.977032,0.598076,0.82387,0.808559,0.823965,0.682204,0.860262
reckless_discontinuity,241,0.993474,0.611632,0.836154,0.820977,0.835939,0.695257,0.874059
reckless_discontinuity,242,0.99054,0.605717,0.828954,0.813909,0.828454,0.688836,0.868413
reckless_discontinuity,243,0.97821,0.590446,0.81242,0.797508,0.811625,0.673068,0.85341
reckless_discontinuity,244,0.948336,0.557739,0.778487,0.763705,0.777369,0.639873,0.820949
reckless_discontinuity,245,0.947514,0.554313,0.773903,0.759251,0.772406,0.635978,0.817719
reckless_discontinuity,246,0.982259,0.586478,0.804927,0.790402,0.803044,0.667679,0.850081
reckless_discontinuity,247,0.993177,0.594591,0.811852,0.797455,0.809641,0.675318,0.858451
reckless_discontinuity,248,0.992163,0.590714,0.806784,0.792512,0.804259,0.670966,0.854851
reckless_discontinuity,249,1.0,0.59916,0.814055,0.799909,0.81121,0.678942,0.862369
reckless_discontinuity,250,0.986968,0.583234,0.796951,0.782928,0.7938,0.662547,0.846739
reckless_discontinuity,251,0.989101,0.582584,0.79516,0.78126,0.791675,0.661438,0.846364
reckless_discontinuity,252,0.995994,0.586699,0.798146,0.784367,0.794327,0.665098,0.85076
reckless_discontinuity,253,1.0,0.588559,0.798879,0.785221,0.794734,0.666504,0.85268
reckless_discontinuity,254,1.0,0.600929,0.810128,0.79659,0.80566,0.678423,0.860035
reckless_discontinuity,255,1.0,0.607858,0.815925,0.802505,0.811157,0.684899,0.86385
reckless_discontinuity,256,1.0,0.618623,0.825556,0.812253,0.820498,0.695211,0.870158
reckless_discontinuity,257,0.99744,0.613032,0.818822,0.805636,0.813494,0.689166,0.864936
reckless_discontinuity,258,1.0,0.626515,0.831181,0.81811,0.825574,0.702201,0.873914
reckless_discontinuity,259,1.0,0.648677,0.852205,0.839249,0.846342,0.723912,0.887633
antifragile_transformer,0,0.443758,0.988358,0.988358,0.988358,0.988358,0.988358,0.797748
antifragile_transformer,1,0.438506,0.97793,0.97793,0.97793,0.97793,0.97793,0.789132
antifragile_transformer,2,0.459935,0.994384,0.994384,0.994384,0.994384,0.994384,0.807327
antifragile_transformer,3,0.463039,0.992196,0.992196,0.992196,0.992196,0.992196,0.806991
antifragile_transformer,4,0.485285,1.0,1.0,1.0,1.0,1.0,0.81985
antifragile_transformer,5,0.485375,0.99469,0.99469,0.99469,0.99469,0.99469,0.816429
antifragile_transformer,6,0.508235,1.0,1.0,1.0,1.0,1.0,0.827882
antifragile_transformer,7,0.515213,1.0,1.0,1.0,1.0,1.0,0.830325
antifragile_transformer,8,0.523712,1.0,1.0,1.0,1.0,1.0,0.833299
antifragile_transformer,9,0.547888,1.0,1.0,1.0,1.0,1.0,0.841761
antifragile_transformer,10,0.548947,0.995659,0.995659,0.995659,0.995659,0.995659,0.83931
antifragile_transformer,11,0.543054,0.984449,0.984449,0.984449,0.984449,0.984449,0.829961
antifragile_transformer,12,0.543071,0.979365,0.979365,0.979365,0.979365,0.979365,0.826662
antifragile_transformer,13,0.553899,0.985191,0.985191,0.985191,0.985191,0.985191,0.834239
antifragile_transformer,14,0.54051,0.966687,0.966687,0.966687,0.966687,0.966687,0.817525
antifragile_transformer,15,0.553559,0.974978,0.974978,0.974978,0.974978,0.974978,0.827481
antifragile_transformer,16,0.552494,0.968994,0.968994,0.968994,0.968994,0.968994,0.823219
antifragile_transformer,17,0.571668,0.983365,0.983365,0.983365,0.983365,0.983365,0.839271
antifragile_transformer,18,0.548337,0.954954,0.954954,0.954954,0.954954,0.954954,0.812638
antifragile_transformer,19,0.544298,0.946382,0.946382,0.946382,0.946382,0.946382,0.805653
antifragile_transformer,20,0.52946,0.927177,0.927177,0.927177,0.927177,0.927177,0.787976
antifragile_transformer,21,0.524946,0.918664,0.918664,0.918664,0.918664,0.918664,0.780862
antifragile_transformer,22,0.533318,0.923201,0.923201,0.923201,0.923201,0.923201,0.786742
antifragile_transformer,23,0.536567,0.922529,0.922529,0.922529,0.922529,0.922529,0.787442
antifragile_transformer,24,0.538926,0.92098,0.92098,0.92098,0.92098,0.92098,0.787261
antifragile_transformer,25,0.542416,0.920591,0.920591,0.920591,0.920591,0.920591,0.78823
antifragile_transformer,26,0.550257,0.92456,0.92456,0.92456,0.92456,0.92456,0.793554
antifragile_transformer,27,0.543554,0.91391,0.91391,0.91391,0.91391,0.91391,0.784285
antifragile_transformer,28,0.557437,0.924049,0.924049,0.924049,0.924049,0.924049,0.795735
antifragile_transformer,29,0.570789,0.933463,0.933463,0.933463,0.933463,0.933463,0.806527
antifragile_transformer,30,0.580809,0.939365,0.939365,0.939365,0.939365,0.939365,0.81387
antifragile_transformer,31,0.592887,0.94721,0.94721,0.94721,0.94721,0.94721,0.823197
antifragile_transformer,32,0.601844,0.951783,0.951783,0.951783,0.951783,0.951783,0.829305
antifragile_transformer,33,0.631665,0.977133,0.977133,0.977133,0.977133,0.977133,0.856219
antifragile_transformer,34,0.63602,0.976528,0.976528,0.976528,0.976528,0.976528,0.85735
antifragile_transformer,35,0.637735,0.973294,0.973294,0.973294,0.973294,0.973294,0.855849
antifragile_transformer,36,0.634093,0.964766,0.964766,0.964766,0.964766,0.964766,0.84903
antifragile_transformer,37,0.627106,0.953057,0.953057,0.953057,0.953057,0.953057,0.838974
antifragile_transformer,38,0.617572,0.939027,0.939027,0.939027,0.939027,0.939027,0.826518
antifragile_transformer,39,0.612306,0.929535,0.929535,0.929535,0.929535,0.929535,0.818505
antifragile_transformer,40,0.616858,0.930044,0.930044,0.930044,0.930044,0.930044,0.820429
antifragile_transformer,41,0.62627,0.935402,0.935402,0.935402,0.935402,0.935402,0.827206
antifragile_transformer,42,0.632284,0.937259,0.937259,0.937259,0.937259,0.937259,0.830518
antifragile_transformer,43,0.628497,0.92928,0.92928,0.92928,0.92928,0.92928,0.824006
antifragile_transformer,44,0.644699,0.941444,0.941444,0.941444,0.941444,0.941444,0.837583
antifragile_transformer,45,0.658972,0.951444,0.951444,0.951444,0.951444,0.951444,0.849079
antifragile_transformer,46,0.662456,0.950463,0.950463,0.950463,0.950463,0.950463,0.849661
antifragile_transformer,47,0.660021,0.943582,0.943582,0.943582,0.943582,0.943582,0.844336
antifragile_transformer,48,0.672003,0.951249,0.951249,0.951249,0.951249,0.951249,0.853513
antifragile_transformer,49,0.679658,0.954443,0.954443,0.954443,0.954443,0.954443,0.858268
antifragile_transformer,50,0.667681,0.937942,0.937942,0.937942,0.937942,0.937942,0.843351
antifragile_transformer,51,0.672265,0.938321,0.938321,0.938321,0.938321,0.938321,0.845202
antifragile_transformer,52,0.680809,0.942653,0.942653,0.942653,0.942653,0.942653,0.851008
antifragile_transformer,53,0.675413,0.932961,0.932961,0.932961,0.932961,0.932961,0.842819
antifragile_transformer,54,0.683091,0.936529,0.936529,0.936529,0.936529,0.936529,0.847826
antifragile_transformer,55,0.671033,0.920293,0.920293,0.920293,0.920293,0.920293,0.833052
antifragile_transformer,56,0.692468,0.937862,0.937862,0.937862,0.937862,0.937862,0.851974
antifragile_transformer,57,0.712843,0.954033,0.954033,0.954033,0.954033,0.954033,0.869617
antifragile_transformer,58,0.715213,0.951888,0.951888,0.951888,0.951888,0.951888,0.869052
antifragile_transformer,59,0.724974,0.957176,0.957176,0.957176,0.957176,0.957176,0.875905
antifragile_transformer,60,0.976481,0.681932,0.857584,0.84964,0.873472,0.749628,0.889197
antifragile_transformer,61,0.968005,0.674179,0.84645,0.838658,0.862032,0.740571,0.879185
antifragile_transformer,62,0.969879,0.676925,0.84588,0.838239,0.861162,0.74204,0.87966
antifragile_transformer,63,0.962414,0.670279,0.835981,0.828487,0.850969,0.73414,0.870798
antifragile_transformer,64,0.976387,0.685199,0.847711,0.840362,0.862411,0.747831,0.883495
antifragile_transformer,65,1.0,0.715226,0.874611,0.867402,0.889027,0.776652,0.909422
antifragile_transformer,66,0.991281,0.706589,0.862905,0.855835,0.877044,0.766832,0.898936
antifragile_transformer,67,0.986631,0.702187,0.855494,0.848561,0.869361,0.761271,0.892663
antifragile_transformer,68,0.994856,0.710746,0.861102,0.854302,0.874702,0.768692,0.899355
antifragile_transformer,69,1.0,0.735647,0.883109,0.87644,0.896447,0.792478,0.915625
antifragile_transformer,70,0.990732,0.726067,0.87069,0.86415,0.883772,0.781805,0.90447
antifragile_transformer,71,0.99912,0.734329,0.876168,0.869753,0.888998,0.788993,0.911125
antifragile_transformer,72,1.0,0.761299,0.900407,0.894116,0.91299,0.814911,0.927344
antifragile_transformer,73,0.985579,0.746073,0.882503,0.876333,0.894844,0.798653,0.910812
antifragile_transformer,74,0.975606,0.735588,0.869392,0.863341,0.881495,0.787156,0.898949
antifragile_transformer,75,0.975923,0.735595,0.866823,0.860888,0.878693,0.78617,0.897536
antifragile_transformer,76,0.975076,0.734437,0.86314,0.857319,0.874781,0.784039,0.894989
antifragile_transformer,77,0.990227,0.749301,0.875526,0.869817,0.886943,0.797947,0.908484
antifragile_transformer,78,0.998527,0.757027,0.880822,0.875223,0.892019,0.804737,0.91497
antifragile_transformer,79,0.982627,0.740404,0.861816,0.856325,0.872798,0.787196,0.897187
antifragile_transformer,80,0.994212,0.751586,0.870661,0.865276,0.881432,0.797478,0.907124
antifragile_transformer,81,0.992682,0.749438,0.866221,0.860939,0.876784,0.794446,0.903833
antifragile_transformer,82,1.0,0.769555,0.884089,0.878909,0.894449,0.813696,0.918137
antifragile_transformer,83,0.997869,0.76646,0.878789,0.873709,0.88895,0.809751,0.914071
antifragile_transformer,84,0.99563,0.763316,0.873483,0.868501,0.883448,0.805774,0.909962
antifragile_transformer,85,1.0,0.774366,0.882412,0.877526,0.892185,0.816007,0.917416
antifragile_transformer,86,1.0,0.787864,0.893831,0.889039,0.903416,0.828704,0.924957
antifragile_transformer,87,1.0,0.797325,0.901252,0.896552,0.910652,0.837378,0.929896
antifragile_transformer,88,0.985173,0.780999,0.882926,0.878316,0.892145,0.820281,0.912909
antifragile_transformer,89,0.997029,0.791672,0.891636,0.887115,0.900678,0.830197,0.922832
antifragile_transformer,90,0.990018,0.78327,0.88131,0.876876,0.890178,0.821054,0.913776
antifragile_transformer,91,0.998241,0.790266,0.886418,0.88207,0.895116,0.827322,0.920081
antifragile_transformer,92,0.986556,0.777218,0.87152,0.867255,0.88005,0.813562,0.906413
