system,step,escape,basin,truth,constraint,coherence,option_density,civilization_access,discoveries,survivability
power_maximizer,701,0.95,1.0,0.878653,0.897781,0.874827,1.0,0.956,6,0.935175
power_maximizer,702,0.95,1.0,0.888986,0.898357,0.887112,1.0,0.956,6,0.939093
power_maximizer,703,0.95,0.99967,0.896921,0.90363,0.895579,1.0,0.956,6,0.942653
power_maximizer,704,0.95,1.0,0.901598,0.900925,0.900791,1.0,0.956,6,0.943962
power_maximizer,705,0.95,1.0,0.908024,0.896223,0.893862,1.0,0.956,6,0.943258
power_maximizer,706,0.95,1.0,0.919485,0.885975,0.879273,1.0,0.956,6,0.941347
power_maximizer,707,0.95,0.992792,0.916645,0.885156,0.878859,1.0,0.956,6,0.939197
power_maximizer,708,0.95,0.992321,0.917689,0.883323,0.87645,1.0,0.956,6,0.938612
power_maximizer,709,0.95,1.0,0.923194,0.889782,0.8831,1.0,0.956,6,0.943236
power_maximizer,710,0.95,1.0,0.928171,0.884918,0.876267,1.0,0.956,6,0.94226
power_maximizer,711,0.95,1.0,0.940086,0.897845,0.889397,1.0,0.956,6,0.948574
power_maximizer,712,0.95,1.0,0.935314,0.904955,0.898884,1.0,0.956,6,0.950371
power_maximizer,713,0.95,0.995834,0.939049,0.905451,0.898731,1.0,0.956,6,0.950265
power_maximizer,714,0.95,1.0,0.946959,0.907038,0.899053,1.0,0.956,6,0.952827
power_maximizer,715,0.95,1.0,0.951078,0.912544,0.904837,1.0,0.956,6,0.955375
power_maximizer,716,0.95,0.995438,0.948259,0.909869,0.902191,1.0,0.956,6,0.953104
power_maximizer,717,0.95,1.0,0.947949,0.919536,0.913853,1.0,0.956,6,0.957373
power_maximizer,718,0.95,1.0,0.943642,0.929954,0.927216,1.0,0.956,6,0.960403
power_maximizer,719,0.95,1.0,0.942281,0.925455,0.92209,1.0,0.956,6,0.958618
power_maximizer,720,0.95,1.0,0.938273,0.944707,0.936986,1.0,0.956,6,0.96336
power_maximizer,721,0.95,0.993741,0.942074,0.954547,0.93958,1.0,0.956,6,0.964782
power_maximizer,722,0.95,1.0,0.931708,0.951027,0.927844,1.0,0.956,6,0.961727
power_maximizer,723,0.95,0.98864,0.93323,0.938158,0.932244,1.0,0.956,6,0.958373
power_maximizer,724,0.95,0.988142,0.929043,0.941278,0.926596,1.0,0.956,6,0.957116
power_maximizer,725,0.95,0.999092,0.934409,0.948828,0.931525,1.0,0.956,6,0.962269
power_maximizer,726,0.95,1.0,0.938265,0.950292,0.93586,1.0,0.956,6,0.964072
power_maximizer,727,0.95,1.0,0.934101,0.953418,0.930237,1.0,0.956,6,0.962923
power_maximizer,728,0.95,0.998495,0.930918,0.946715,0.927758,1.0,0.956,6,0.96058
power_maximizer,729,0.95,1.0,0.92657,0.952205,0.921443,1.0,0.956,6,0.959966
power_maximizer,730,0.95,0.992548,0.933579,0.949556,0.930383,1.0,0.956,6,0.960744
power_maximizer,731,0.95,0.996677,0.941231,0.950282,0.939421,1.0,0.956,6,0.96451
power_maximizer,732,0.95,1.0,0.939026,0.962206,0.93439,1.0,0.956,6,0.96588
power_maximizer,733,0.95,0.98592,0.941902,0.974327,0.935417,1.0,0.956,6,0.965685
power_maximizer,734,0.95,1.0,0.936481,0.980108,0.927755,1.0,0.956,6,0.967225
power_maximizer,735,0.95,1.0,0.929605,0.97648,0.92023,1.0,0.956,6,0.964203
power_maximizer,736,0.95,1.0,0.935254,0.978423,0.926621,1.0,0.956,6,0.966553
power_maximizer,737,0.95,1.0,0.931555,0.9839,0.921086,1.0,0.956,6,0.965878
power_maximizer,738,0.95,1.0,0.927845,0.967656,0.919882,1.0,0.956,6,0.962418
power_maximizer,739,0.95,1.0,0.926303,0.96354,0.918856,1.0,0.956,6,0.961318
power_maximizer,740,0.95,1.0,0.927334,0.962217,0.920358,1.0,0.956,6,0.961532
power_maximizer,741,0.95,1.0,0.937806,0.965205,0.932327,1.0,0.956,6,0.96581
power_maximizer,742,0.95,1.0,0.931535,0.970152,0.923811,1.0,0.956,6,0.96411
power_maximizer,743,0.95,1.0,0.91726,0.957741,0.909163,1.0,0.956,6,0.957211
power_maximizer,744,0.95,1.0,0.918935,0.959354,0.910852,1.0,0.956,6,0.958041
power_maximizer,745,0.95,0.993647,0.919744,0.961669,0.911358,1.0,0.956,6,0.957368
power_maximizer,746,0.95,0.997674,0.911107,0.970588,0.899211,1.0,0.956,6,0.956102
power_maximizer,747,0.95,1.0,0.911979,0.977109,0.898953,1.0,0.956,6,0.957726
power_maximizer,748,0.95,1.0,0.909531,0.978099,0.895817,1.0,0.956,6,0.956942
power_maximizer,749,0.95,0.997526,0.909866,0.974701,0.896899,1.0,0.956,6,0.956137
power_maximizer,750,0.95,1.0,0.920219,0.973831,0.909497,1.0,0.956,6,0.960372
power_maximizer,751,0.95,0.993229,0.918494,0.975408,0.907111,1.0,0.956,6,0.958578
power_maximizer,752,0.95,0.998805,0.927775,0.979548,0.91742,1.0,0.956,6,0.963675
power_maximizer,753,0.95,1.0,0.942983,0.976881,0.936203,1.0,0.956,6,0.96923
power_maximizer,754,0.95,0.99412,0.957653,0.982075,0.952769,1.0,0.956,6,0.974176
power_maximizer,755,0.95,1.0,0.962287,0.994087,0.955927,1.0,0.956,6,0.978614
power_maximizer,756,0.95,1.0,0.959965,0.982316,0.955495,1.0,0.956,6,0.976243
power_maximizer,757,0.95,1.0,0.964883,0.996686,0.958522,1.0,0.956,6,0.979912
power_maximizer,758,0.95,1.0,0.966016,1.0,0.95922,1.0,0.956,6,0.980758
power_maximizer,759,0.95,0.998752,0.972767,1.0,0.967321,1.0,0.956,6,0.98302
power_maximizer,760,0.95,0.998302,0.960826,0.992648,0.954461,1.0,0.956,6,0.977546
power_maximizer,761,0.95,1.0,0.956723,0.991713,0.949724,1.0,0.956,6,0.97624
power_maximizer,762,0.95,0.999442,0.961656,0.983663,0.957255,1.0,0.956,6,0.976934
power_maximizer,763,0.95,1.0,0.961517,0.98729,0.956363,1.0,0.956,6,0.977458
power_maximizer,764,0.95,1.0,0.968529,0.990364,0.964162,1.0,0.956,6,0.980459
power_maximizer,765,0.95,1.0,0.963897,0.990048,0.958667,1.0,0.956,6,0.978696
power_maximizer,766,0.95,1.0,0.958992,0.987213,0.953347,1.0,0.956,6,0.976508
power_maximizer,767,0.95,1.0,0.962396,0.990504,0.956774,1.0,0.956,6,0.978196
power_maximizer,768,0.95,1.0,0.968822,0.985013,0.965584,1.0,0.956,6,0.979883
power_maximizer,769,0.95,1.0,0.966489,0.978362,0.964114,1.0,0.956,6,0.978164
power_maximizer,770,0.95,1.0,0.96286,0.976727,0.960087,1.0,0.956,6,0.976605
power_maximizer,771,0.95,1.0,0.978137,0.97803,0.978008,1.0,0.956,6,0.982431
power_maximizer,772,0.95,1.0,0.979938,0.980905,0.979745,1.0,0.956,6,0.983493
power_maximizer,773,0.95,0.997037,0.985333,0.98238,0.98179,1.0,0.956,6,0.984435
power_maximizer,774,0.95,1.0,0.993115,0.977449,0.974316,1.0,0.956,6,0.984443
power_maximizer,775,0.95,0.989997,0.985645,0.984008,0.98368,1.0,0.956,6,0.983646
power_maximizer,776,0.95,0.984927,0.987194,0.981065,0.979839,1.0,0.956,6,0.981825
power_maximizer,777,0.95,0.994641,0.980377,0.97586,0.974957,1.0,0.956,6,0.980927
power_maximizer,778,0.95,1.0,0.988041,0.972159,0.968983,1.0,0.956,6,0.98183
power_maximizer,779,0.95,0.997527,0.999142,0.965691,0.959001,1.0,0.956,6,0.980702
power_maximizer,780,0.95,0.996075,1.0,0.96965,0.963581,1.0,0.956,6,0.981932
power_maximizer,781,0.95,0.995697,1.0,0.976331,0.971597,1.0,0.956,6,0.984208
power_maximizer,782,0.95,0.999854,1.0,0.977405,0.972886,1.0,0.956,6,0.985418
power_maximizer,783,0.95,0.997151,1.0,0.984969,0.981963,1.0,0.956,6,0.987539
power_maximizer,784,0.95,1.0,1.0,0.989643,0.987571,1.0,0.956,6,0.989754
power_maximizer,785,0.95,1.0,0.995055,0.982274,0.979718,1.0,0.956,6,0.986429
power_maximizer,786,0.95,1.0,0.99924,0.985764,0.983069,1.0,0.956,6,0.988276
power_maximizer,787,0.95,1.0,0.998993,0.988412,0.986296,1.0,0.956,6,0.989172
power_maximizer,788,0.95,1.0,1.0,0.984533,0.98144,1.0,0.956,6,0.987956
power_maximizer,789,0.95,0.998811,0.996841,0.977969,0.974195,1.0,0.956,6,0.98494
power_maximizer,790,0.95,1.0,1.0,0.990067,0.98808,1.0,0.956,6,0.989903
power_maximizer,791,0.95,1.0,0.998635,0.991717,0.990333,1.0,0.956,6,0.990282
power_maximizer,792,0.95,1.0,1.0,0.991133,0.989359,1.0,0.956,6,0.990279
power_maximizer,793,0.95,1.0,1.0,0.985785,0.982942,1.0,0.956,6,0.988396
power_maximizer,794,0.95,1.0,0.996351,0.981297,0.978286,1.0,0.956,6,0.986276
power_maximizer,795,0.95,1.0,0.987652,0.977332,0.975268,1.0,0.956,6,0.983593
power_maximizer,796,0.95,1.0,0.991129,0.981664,0.979771,1.0,0.956,6,0.985633
power_maximizer,797,0.95,1.0,0.985979,0.978166,0.976603,1.0,0.956,6,0.983639
power_maximizer,798,0.95,0.994293,0.992533,0.98256,0.980565,1.0,0.956,6,0.985014
power_maximizer,799,0.95,0.998407,0.997283,0.972201,0.967185,1.0,0.956,6,0.982894
power_maximizer,800,0.95,1.0,1.0,0.974815,0.969778,1.0,0.956,6,0.984535
power_maximizer,801,0.95,0.991816,0.995728,0.978507,0.975062,1.0,0.956,6,0.983565
power_maximizer,802,0.95,0.984672,0.989892,0.974425,0.971332,1.0,0.956,6,0.979836
power_maximizer,803,0.95,0.977576,0.981481,0.969801,0.967465,1.0,0.956,6,0.975544
power_maximizer,804,0.95,0.971931,0.981009,0.976515,0.975616,1.0,0.956,6,0.976709
power_maximizer,805,0.95,0.974079,0.987385,0.974287,0.971667,1.0,0.956,6,0.977298
power_maximizer,806,0.95,0.987187,0.985699,0.981222,0.980327,1.0,0.956,6,0.982111
power_maximizer,807,0.95,0.988245,0.988749,0.983371,0.982295,1.0,0.956,6,0.98353
power_maximizer,808,0.95,0.987658,0.989131,0.983201,0.982015,1.0,0.956,6,0.98341
power_maximizer,809,0.95,0.983256,0.995364,0.986201,0.984368,1.0,0.956,6,0.984508
power_maximizer,810,0.95,0.996723,1.0,0.992377,0.990853,1.0,0.956,6,0.990061
power_maximizer,811,0.95,1.0,0.990031,0.981404,0.979678,1.0,0.956,6,0.985379
power_maximizer,812,0.95,0.999064,0.984663,0.981251,0.980568,1.0,0.956,6,0.984343
power_maximizer,813,0.95,0.99248,0.988541,0.972759,0.969603,1.0,0.956,6,0.980611
power_maximizer,814,0.95,1.0,0.982226,0.978304,0.97752,1.0,0.956,6,0.983133
power_maximizer,815,0.95,1.0,0.989024,0.983013,0.98181,1.0,0.956,6,0.985796
power_maximizer,816,0.95,0.994587,0.995837,0.9781,0.974553,1.0,0.956,6,0.983993
power_maximizer,817,0.95,1.0,0.998798,0.980385,0.976702,1.0,0.956,6,0.986318
power_maximizer,818,0.95,0.993001,1.0,0.981735,0.978082,1.0,0.956,6,0.985571
power_maximizer,819,0.95,0.996443,0.991569,0.987751,0.986987,1.0,0.956,6,0.987129
power_maximizer,820,0.95,1.0,0.987785,0.997764,0.98579,1.0,0.956,6,0.98857
power_maximizer,821,0.95,1.0,0.988577,0.991238,0.988045,1.0,0.956,6,0.988029
power_maximizer,822,0.95,1.0,0.985771,0.993714,0.984182,1.0,0.956,6,0.987302
power_maximizer,823,0.95,1.0,0.984063,0.988878,0.983101,1.0,0.956,6,0.986048
power_maximizer,824,0.95,1.0,0.98319,0.986748,0.982478,1.0,0.956,6,0.98545
power_maximizer,825,0.95,0.994744,0.989158,0.974248,0.971266,1.0,0.956,6,0.981679
power_maximizer,826,0.95,0.995346,0.99975,0.979168,0.975052,1.0,0.956,6,0.9851
power_maximizer,827,0.95,1.0,0.99531,0.985473,0.983506,1.0,0.956,6,0.987592
power_maximizer,828,0.95,1.0,0.992929,0.979476,0.976786,1.0,0.956,6,0.985129
power_maximizer,829,0.95,1.0,0.990046,0.983046,0.981646,1.0,0.956,6,0.985959
power_maximizer,830,0.95,1.0,0.992819,0.982884,0.980897,1.0,0.956,6,0.986312
power_maximizer,831,0.95,1.0,0.996206,0.99546,0.995311,1.0,0.956,6,0.991241
power_maximizer,832,0.95,1.0,1.0,0.998611,0.998333,1.0,0.956,6,0.992911
power_maximizer,833,0.95,1.0,0.993946,0.995964,0.993543,1.0,0.956,6,0.990631
power_maximizer,834,0.95,1.0,0.992974,0.996842,0.9922,1.0,0.956,6,0.990382
power_maximizer,835,0.95,1.0,0.992088,0.99286,0.991933,1.0,0.956,6,0.989543
power_maximizer,836,0.95,1.0,0.982545,0.991066,0.980841,1.0,0.956,6,0.985763
power_maximizer,837,0.95,1.0,0.988215,0.992877,0.987283,1.0,0.956,6,0.988104
power_maximizer,838,0.95,1.0,0.984314,0.991395,0.982897,1.0,0.956,6,0.986463
power_maximizer,839,0.95,1.0,0.973188,0.989113,0.970003,1.0,0.956,6,0.982033
power_maximizer,840,0.95,1.0,0.972029,0.992172,0.968001,1.0,0.956,6,0.981993
power_maximizer,841,0.95,0.990776,0.970276,0.99685,0.964961,1.0,0.956,6,0.980095
power_maximizer,842,0.95,1.0,0.961823,0.995494,0.955089,1.0,0.956,6,0.978621
power_maximizer,843,0.95,1.0,0.965517,0.990046,0.960611,1.0,0.956,6,0.979298
power_maximizer,844,0.95,1.0,0.970885,0.985331,0.967995,1.0,0.956,6,0.980691
power_maximizer,845,0.95,0.982169,0.967505,0.98236,0.964534,1.0,0.956,6,0.975488
power_maximizer,846,0.95,0.987294,0.96756,0.969017,0.967268,1.0,0.956,6,0.974825
power_maximizer,847,0.95,0.983668,0.970863,0.961698,0.959864,1.0,0.956,6,0.972339
power_maximizer,848,0.95,0.985202,0.973031,0.962905,0.96088,1.0,0.956,6,0.973392
power_maximizer,849,0.95,0.976712,0.964492,0.959847,0.958918,1.0,0.956,6,0.969353
power_maximizer,850,0.95,0.975646,0.968669,0.958654,0.956651,1.0,0.956,6,0.969338
power_maximizer,851,0.95,0.977222,0.9704,0.961099,0.959239,1.0,0.956,6,0.97077
power_maximizer,852,0.95,0.97567,0.970314,0.964123,0.962884,1.0,0.956,6,0.971512
power_maximizer,853,0.95,0.975465,0.961375,0.961488,0.961353,1.0,0.956,6,0.969195
power_maximizer,854,0.95,0.965452,0.957065,0.955668,0.955388,1.0,0.956,6,0.964531
power_maximizer,855,0.95,0.974061,0.952156,0.954638,0.95166,1.0,0.956,6,0.964608
power_maximizer,856,0.95,0.973906,0.955125,0.960132,0.954123,1.0,0.956,6,0.966385
power_maximizer,857,0.95,0.986121,0.946569,0.953125,0.945258,1.0,0.956,6,0.964748
power_maximizer,858,0.95,1.0,0.950171,0.953445,0.949516,1.0,0.956,6,0.968904
power_maximizer,859,0.95,0.98762,0.951545,0.951856,0.951483,1.0,0.956,6,0.966736
power_maximizer,860,0.95,0.991945,0.952817,0.9581,0.951761,1.0,0.956,6,0.968874
power_maximizer,861,0.95,1.0,0.953431,0.957911,0.952536,1.0,0.956,6,0.970689
power_maximizer,862,0.95,0.995972,0.970877,0.960667,0.958625,1.0,0.956,6,0.974439
power_maximizer,863,0.95,1.0,0.982489,0.965894,0.962575,1.0,0.956,6,0.978803
power_maximizer,864,0.95,1.0,0.980654,0.966947,0.964205,1.0,0.956,6,0.978902
power_maximizer,865,0.95,1.0,0.976978,0.967944,0.966138,1.0,0.956,6,0.978709
power_maximizer,866,0.95,1.0,0.989148,0.968608,0.9645,1.0,0.956,6,0.980744
power_maximizer,867,0.95,1.0,0.995914,0.967011,0.961231,1.0,0.956,6,0.981183
power_maximizer,868,0.95,1.0,0.992733,0.967181,0.96207,1.0,0.956,6,0.980772
power_maximizer,869,0.95,1.0,1.0,0.971902,0.966282,1.0,0.956,6,0.983509
power_maximizer,870,0.95,0.997031,1.0,0.96658,0.959896,1.0,0.956,6,0.981042
power_maximizer,871,0.95,1.0,1.0,0.958505,0.950206,1.0,0.956,6,0.978794
power_maximizer,872,0.95,0.992751,1.0,0.971386,0.965664,1.0,0.956,6,0.981878
power_maximizer,873,0.95,0.981383,1.0,0.977348,0.972818,1.0,0.956,6,0.981703
power_maximizer,874,0.95,0.982757,1.0,0.980923,0.977107,1.0,0.956,6,0.983236
power_maximizer,875,0.95,0.991443,0.987175,0.979815,0.978343,1.0,0.956,6,0.982685
power_maximizer,876,0.95,0.99539,0.984335,0.985393,0.984124,1.0,0.956,6,0.984781
power_maximizer,877,0.95,1.0,0.989769,0.992056,0.989312,1.0,0.956,6,0.988577
power_maximizer,878,0.95,1.0,0.990429,0.990728,0.990369,1.0,0.956,6,0.988653
power_maximizer,879,0.95,0.996158,0.988852,0.992288,0.988165,1.0,0.956,6,0.987497
power_maximizer,880,0.95,0.999623,0.995007,0.998857,0.994237,1.0,0.956,6,0.991321
power_maximizer,881,0.95,1.0,0.993605,1.0,0.992326,1.0,0.956,6,0.991021
power_maximizer,882,0.95,0.994276,0.994651,1.0,0.993581,1.0,0.956,6,0.990265
power_maximizer,883,0.95,1.0,0.997991,0.99378,0.992938,1.0,0.956,6,0.990913
power_maximizer,884,0.95,0.992649,0.994261,1.0,0.993113,1.0,0.956,6,0.989795
power_maximizer,885,0.95,0.995422,0.99647,0.998173,0.99613,1.0,0.956,6,0.990938
power_maximizer,886,0.95,0.998742,0.996588,1.0,0.995906,1.0,0.956,6,0.991879
power_maximizer,887,0.95,1.0,0.994756,0.990486,0.989633,1.0,0.956,6,0.989275
power_maximizer,888,0.95,1.0,0.997127,0.982659,0.979765,1.0,0.956,6,0.986871
power_maximizer,889,0.95,1.0,1.0,0.981747,0.978096,1.0,0.956,6,0.986975
power_maximizer,890,0.95,1.0,1.0,0.973951,0.968742,1.0,0.956,6,0.984231
power_maximizer,891,0.95,1.0,1.0,0.969379,0.963255,1.0,0.956,6,0.982621
power_maximizer,892,0.95,1.0,0.999076,0.972174,0.966793,1.0,0.956,6,0.983468
power_maximizer,893,0.95,0.998608,1.0,0.978801,0.974561,1.0,0.956,6,0.98566
power_maximizer,894,0.95,1.0,0.995544,0.971947,0.967228,1.0,0.956,6,0.982866
power_maximizer,895,0.95,0.990167,1.0,0.970768,0.964921,1.0,0.956,6,0.981144
power_maximizer,896,0.95,0.997245,1.0,0.966161,0.959393,1.0,0.956,6,0.980938
power_maximizer,897,0.95,1.0,0.992464,0.965547,0.960164,1.0,0.956,6,0.980157
power_maximizer,898,0.95,1.0,0.996858,0.958819,0.951211,1.0,0.956,6,0.978439
power_maximizer,899,0.95,1.0,1.0,0.964023,0.956827,1.0,0.956,6,0.980736
power_maximizer,900,0.95,1.0,0.99635,0.953067,0.94441,1.0,0.956,6,0.976339
power_maximizer,901,0.95,1.0,0.999739,0.945605,0.934778,1.0,0.956,6,0.974214
power_maximizer,902,0.95,1.0,1.0,0.945887,0.935065,1.0,0.956,6,0.974352
power_maximizer,903,0.95,1.0,0.993858,0.947756,0.938536,1.0,0.956,6,0.974101
power_maximizer,904,0.95,0.999424,0.993634,0.956467,0.949033,1.0,0.956,6,0.977019
power_maximizer,905,0.95,1.0,0.991451,0.971946,0.968045,1.0,0.956,6,0.98226
power_maximizer,906,0.95,0.999231,0.980904,0.980659,0.98061,1.0,0.956,6,0.983612
power_maximizer,907,0.95,1.0,0.972796,0.98964,0.969427,1.0,0.956,6,0.981954
power_maximizer,908,0.95,1.0,0.963236,0.998573,0.956168,1.0,0.956,6,0.979541
power_maximizer,909,0.95,1.0,0.967548,0.993997,0.962258,1.0,0.956,6,0.980559
power_maximizer,910,0.95,1.0,0.956821,0.99924,0.948337,1.0,0.956,6,0.97724
power_maximizer,911,0.95,0.998189,0.959428,0.997655,0.951783,1.0,0.956,6,0.977645
power_maximizer,912,0.95,0.996969,0.954614,1.0,0.945537,1.0,0.956,6,0.97591
power_maximizer,913,0.95,1.0,0.955437,0.994444,0.947636,1.0,0.956,6,0.976111
power_maximizer,914,0.95,1.0,0.960333,1.0,0.952399,1.0,0.956,6,0.978644
power_maximizer,915,0.95,1.0,0.95978,0.992256,0.953285,1.0,0.956,6,0.977447
power_maximizer,916,0.95,1.0,0.961687,0.984272,0.95717,1.0,0.956,6,0.977134
power_maximizer,917,0.95,1.0,0.961605,0.980576,0.95781,1.0,0.956,6,0.976631
power_maximizer,918,0.95,0.991982,0.970604,0.978451,0.969035,1.0,0.956,6,0.978103
power_maximizer,919,0.95,0.996195,0.979534,0.98025,0.979391,1.0,0.956,6,0.982498
power_maximizer,920,0.95,1.0,0.983519,0.982574,0.982386,1.0,0.956,6,0.984827
power_maximizer,921,0.95,1.0,0.978275,0.982809,0.977369,1.0,0.956,6,0.983118
power_maximizer,922,0.95,1.0,0.975959,0.984904,0.97417,1.0,0.956,6,0.982525
power_maximizer,923,0.95,0.991144,0.976305,0.978482,0.97587,1.0,0.956,6,0.98006
power_maximizer,924,0.95,0.996039,0.979517,0.9819,0.97904,1.0,0.956,6,0.982671
power_maximizer,925,0.95,0.984379,0.971596,0.993959,0.967124,1.0,0.956,6,0.978936
power_maximizer,926,0.95,0.993065,0.967816,0.994509,0.962477,1.0,0.956,6,0.979338
power_maximizer,927,0.95,1.0,0.969023,0.991885,0.96445,1.0,0.956,6,0.980838
power_maximizer,928,0.95,1.0,0.962118,0.994548,0.955632,1.0,0.956,6,0.97861
power_maximizer,929,0.95,1.0,0.966883,0.994099,0.961439,1.0,0.956,6,0.980325
power_maximizer,930,0.95,0.993222,0.974977,0.989432,0.972086,1.0,0.956,6,0.981383
power_maximizer,931,0.95,0.995697,0.968905,0.982198,0.966246,1.0,0.956,6,0.978693
power_maximizer,932,0.95,0.992364,0.964832,0.977724,0.962253,1.0,0.956,6,0.975939
power_maximizer,933,0.95,0.994307,0.964182,0.981573,0.960704,1.0,0.956,6,0.976579
power_maximizer,934,0.95,0.995881,0.967435,0.985804,0.963761,1.0,0.956,6,0.978645
power_maximizer,935,0.95,1.0,0.963135,0.98081,0.9596,1.0,0.956,6,0.97723
power_maximizer,936,0.95,1.0,0.966309,0.982725,0.963026,1.0,0.956,6,0.978656
power_maximizer,937,0.95,1.0,0.972324,0.9884,0.969109,1.0,0.956,6,0.98162
power_maximizer,938,0.95,1.0,0.974027,0.992333,0.970366,1.0,0.956,6,0.982757
power_maximizer,939,0.95,1.0,0.969924,0.996634,0.964582,1.0,0.956,6,0.981781
power_maximizer,940,0.95,1.0,0.970711,0.993997,0.966054,1.0,0.956,6,0.981736
power_maximizer,941,0.95,1.0,0.967025,0.991224,0.962185,1.0,0.956,6,0.98001
power_maximizer,942,0.95,0.997739,0.95717,0.99512,0.94958,1.0,0.956,6,0.97639
power_maximizer,943,0.95,0.998606,0.947683,1.0,0.93722,1.0,0.956,6,0.973659
power_maximizer,944,0.95,1.0,0.946619,0.996209,0.936701,1.0,0.956,6,0.973057
power_maximizer,945,0.95,1.0,0.945895,0.993274,0.936419,1.0,0.956,6,0.972412
power_maximizer,946,0.95,1.0,0.938913,0.995737,0.927548,1.0,0.956,6,0.97013
power_maximizer,947,0.95,1.0,0.944202,0.997607,0.933522,1.0,0.956,6,0.972337
power_maximizer,948,0.95,1.0,0.951891,1.0,0.942269,1.0,0.956,6,0.975503
power_maximizer,949,0.95,1.0,0.95697,0.997363,0.948892,1.0,0.956,6,0.977055
power_maximizer,950,0.95,1.0,0.960763,1.0,0.952916,1.0,0.956,6,0.978804
power_maximizer,951,0.95,0.996549,0.963994,0.999573,0.956878,1.0,0.956,6,0.979261
power_maximizer,952,0.95,1.0,0.953311,0.993907,0.945192,1.0,0.956,6,0.975252
power_maximizer,953,0.95,1.0,0.946577,0.992003,0.937492,1.0,0.956,6,0.972503
power_maximizer,954,0.95,1.0,0.944261,0.989238,0.935266,1.0,0.956,6,0.971288
power_maximizer,955,0.95,1.0,0.949263,0.980504,0.943015,1.0,0.956,6,0.972031
power_maximizer,956,0.95,1.0,0.939915,0.974406,0.933016,1.0,0.956,6,0.967772
power_maximizer,957,0.95,1.0,0.938721,0.97022,0.932421,1.0,0.956,6,0.966792
power_maximizer,958,0.95,1.0,0.945354,0.954827,0.943459,1.0,0.956,6,0.967289
power_maximizer,959,0.95,1.0,0.945416,0.957789,0.942942,1.0,0.956,6,0.967692
power_maximizer,960,0.95,1.0,0.94291,0.956823,0.940128,1.0,0.956,6,0.966636
power_maximizer,961,0.95,1.0,0.939203,0.956964,0.935651,1.0,0.956,6,0.965275
power_maximizer,962,0.95,1.0,0.938131,0.963233,0.933111,1.0,0.956,6,0.965679
power_maximizer,963,0.95,1.0,0.937609,0.9617,0.932791,1.0,0.956,6,0.965288
power_maximizer,964,0.95,1.0,0.939744,0.963571,0.934978,1.0,0.956,6,0.966322
power_maximizer,965,0.95,0.99606,0.953328,0.962942,0.951405,1.0,0.956,6,0.970506
power_maximizer,966,0.95,1.0,0.955579,0.966855,0.953323,1.0,0.956,6,0.972633
power_maximizer,967,0.95,1.0,0.955094,0.958957,0.954322,1.0,0.956,6,0.971441
power_maximizer,968,0.95,1.0,0.966736,0.959965,0.958611,1.0,0.956,6,0.974385
power_maximizer,969,0.95,1.0,0.983572,0.965644,0.962058,1.0,0.956,6,0.978875
power_maximizer,970,0.95,1.0,0.979317,0.957933,0.953656,1.0,0.956,6,0.975531
power_maximizer,971,0.95,1.0,0.968332,0.951543,0.948185,1.0,0.956,6,0.971656
power_maximizer,972,0.95,1.0,0.971081,0.944836,0.939587,1.0,0.956,6,0.969702
power_maximizer,973,0.95,0.99433,0.981285,0.935204,0.925988,1.0,0.956,6,0.966688
power_maximizer,974,0.95,1.0,0.991495,0.937872,0.927147,1.0,0.956,6,0.970272
power_maximizer,975,0.95,1.0,0.985438,0.935676,0.925724,1.0,0.956,6,0.968603
power_maximizer,976,0.95,0.99357,0.988023,0.929709,0.918046,1.0,0.956,6,0.965599
power_maximizer,977,0.95,0.986956,0.989945,0.927621,0.915156,1.0,0.956,6,0.963826
power_maximizer,978,0.95,0.993345,0.997481,0.923955,0.90925,1.0,0.956,6,0.964929
power_maximizer,979,0.95,0.989297,0.995029,0.923295,0.908948,1.0,0.956,6,0.963524
power_maximizer,980,0.95,0.983373,0.986608,0.910177,0.894891,1.0,0.956,6,0.956475
power_maximizer,981,0.95,0.992193,0.977178,0.903046,0.88822,1.0,0.956,6,0.954333
power_maximizer,982,0.95,0.990901,0.979378,0.908064,0.893801,1.0,0.956,6,0.956166
power_maximizer,983,0.95,0.982522,0.978239,0.899457,0.883701,1.0,0.956,6,0.951293
power_maximizer,984,0.95,0.973563,0.972213,0.89442,0.878862,1.0,0.956,6,0.946836
power_maximizer,985,0.95,0.988184,0.987081,0.892833,0.873983,1.0,0.956,6,0.951402
power_maximizer,986,0.95,0.974089,0.985772,0.892221,0.87351,1.0,0.956,6,0.948174
power_maximizer,987,0.95,0.97966,0.988313,0.895452,0.87688,1.0,0.956,6,0.950802
power_maximizer,988,0.95,0.974647,0.992449,0.896782,0.877649,1.0,0.956,6,0.950879
power_maximizer,989,0.95,0.984767,0.984009,0.889415,0.870497,1.0,0.956,6,0.949061
power_maximizer,990,0.95,0.980117,0.988732,0.89285,0.873674,1.0,0.956,6,0.950039
power_maximizer,991,0.95,0.987089,0.990119,0.901334,0.883578,1.0,0.956,6,0.954625
power_maximizer,992,0.95,0.991434,0.99912,0.90321,0.884027,1.0,0.956,6,0.957486
power_maximizer,993,0.95,0.988531,1.0,0.911793,0.894152,1.0,0.956,6,0.960057
power_maximizer,994,0.95,1.0,0.98818,0.912519,0.897387,1.0,0.956,6,0.960857
power_maximizer,995,0.95,0.997984,1.0,0.913172,0.895806,1.0,0.956,6,0.962433
