agent,step,perturbation,memory,intent,correction,constraint,truth,coherence,gv,mode,reasons,action
truth_drift_agent,49,0.0,0.994468,0.964137,0.994385,0.997142,0.975989,0.974198,0.98418,STABLE,,continue
truth_drift_agent,50,0.0,0.995119,0.98274,0.970685,0.983301,0.965194,0.970483,0.977064,STABLE,,continue
truth_drift_agent,51,0.0,0.992048,0.982058,0.959833,0.975413,0.958145,0.962459,0.970445,STABLE,,continue
truth_drift_agent,52,0.0,1.0,1.0,0.9615,0.974669,0.948528,0.95946,0.971902,STABLE,,continue
truth_drift_agent,53,0.0,0.980919,0.998831,0.957065,0.976799,0.934832,0.951066,0.964715,STABLE,,continue
truth_drift_agent,54,0.0,0.975497,1.0,0.96691,0.983702,0.924547,0.94865,0.964906,STABLE,,continue
truth_drift_agent,55,0.201537,0.879626,0.90556,0.886923,0.939609,0.78772,0.836931,0.871681,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,56,0.0,0.897147,0.921889,0.901796,0.962029,0.807305,0.85484,0.88993,STABLE,,continue
truth_drift_agent,57,0.0,0.906429,0.937826,0.935275,0.986099,0.803658,0.862222,0.9047,STABLE,,continue
truth_drift_agent,58,0.0,0.907943,0.95939,0.934013,0.974509,0.807592,0.866481,0.906871,STABLE,,continue
truth_drift_agent,59,0.0,0.92275,0.962752,0.937009,0.970764,0.809088,0.870907,0.910192,STABLE,,continue
truth_drift_agent,60,0.0,0.922854,0.989591,0.949055,0.98307,0.81275,0.877013,0.920178,STABLE,,continue
truth_drift_agent,61,0.0,0.929882,0.98358,0.929874,0.971281,0.803033,0.869122,0.911388,STABLE,,continue
truth_drift_agent,62,0.0,0.915462,0.9734,0.953222,0.974214,0.824763,0.880661,0.918898,STABLE,,continue
truth_drift_agent,63,0.0,0.92931,0.984098,0.950949,0.982486,0.839901,0.892421,0.928149,STABLE,,continue
truth_drift_agent,64,0.0,0.931687,0.991411,0.963674,0.97905,0.835845,0.892786,0.93051,STABLE,,continue
truth_drift_agent,65,0.0,0.927716,0.993204,0.972175,0.973588,0.843465,0.896345,0.932805,STABLE,,continue
truth_drift_agent,66,0.0,0.941748,1.0,0.991701,0.989464,0.840465,0.901922,0.942628,STABLE,,continue
truth_drift_agent,67,0.0,0.965295,0.99469,1.0,0.991383,0.843491,0.90885,0.948698,STABLE,,continue
truth_drift_agent,68,0.0,0.951216,0.993548,0.984406,1.0,0.86567,0.916825,0.950794,STABLE,,continue
truth_drift_agent,69,0.0,0.948867,0.997265,0.979398,0.993715,0.879433,0.922653,0.952408,STABLE,,continue
truth_drift_agent,70,0.0,0.954372,1.0,0.977542,1.0,0.885809,0.92752,0.95636,STABLE,,continue
truth_drift_agent,71,0.0,0.967586,0.995528,0.980281,0.998845,0.882564,0.928672,0.957397,STABLE,,continue
truth_drift_agent,72,0.0,0.977941,1.0,0.989056,1.0,0.902319,0.942673,0.96727,STABLE,,continue
truth_drift_agent,73,0.0,0.976733,1.0,0.984396,1.0,0.900697,0.940955,0.965651,STABLE,,continue
truth_drift_agent,74,0.0,0.995614,1.0,0.984462,1.0,0.88344,0.93446,0.963946,STABLE,,continue
truth_drift_agent,75,0.0,0.975978,1.0,0.987304,1.0,0.875398,0.92776,0.959191,STABLE,,continue
truth_drift_agent,76,0.0,0.978513,1.0,0.997375,1.0,0.876589,0.930004,0.962011,STABLE,,continue
truth_drift_agent,77,0.0,0.977043,0.978708,1.0,1.0,0.866362,0.921904,0.956144,STABLE,,continue
truth_drift_agent,78,0.0,0.973073,0.969433,0.990346,1.0,0.851505,0.911093,0.947971,STABLE,,continue
truth_drift_agent,79,0.0,0.982318,0.980273,0.989226,0.975193,0.848193,0.909469,0.944967,STABLE,,continue
truth_drift_agent,80,0.0,0.996684,0.954623,0.987302,0.96631,0.86304,0.913084,0.944809,STABLE,,continue
truth_drift_agent,81,0.0,0.990315,0.963564,0.994785,0.988634,0.867146,0.919984,0.95262,STABLE,,continue
truth_drift_agent,82,0.0,0.995191,0.952648,1.0,0.982366,0.867491,0.917985,0.951363,STABLE,,continue
truth_drift_agent,83,0.0,0.995522,0.942133,1.0,0.994114,0.876356,0.921167,0.954388,STABLE,,continue
truth_drift_agent,84,0.0,0.980149,0.947145,1.0,0.976027,0.871148,0.916517,0.947808,STABLE,,continue
truth_drift_agent,85,0.0,0.991201,0.955554,1.0,0.997441,0.881606,0.927133,0.958179,STABLE,,continue
truth_drift_agent,86,0.0,0.998794,0.987462,0.997862,0.989763,0.891188,0.938036,0.965287,STABLE,,continue
truth_drift_agent,87,0.0,1.0,0.983549,0.987846,1.0,0.899331,0.941867,0.967115,STABLE,,continue
truth_drift_agent,88,0.0,0.992677,0.994485,0.988505,0.997471,0.909464,0.947915,0.970139,STABLE,,continue
truth_drift_agent,89,0.0,0.980602,0.998607,1.0,1.0,0.909758,0.948211,0.97179,STABLE,,continue
truth_drift_agent,90,0.264834,0.859558,0.8638,0.884992,0.96679,0.716381,0.789612,0.846931,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,91,0.0,0.884357,0.874713,0.905322,0.959425,0.742374,0.812288,0.862767,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,92,0.0,0.910135,0.89784,0.903808,0.972488,0.757964,0.828484,0.877193,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,93,0.0,0.904435,0.90863,0.921305,0.981284,0.77058,0.838521,0.88683,STABLE,,continue
truth_drift_agent,94,0.0,0.918356,0.933234,0.944898,0.954815,0.777684,0.850377,0.894758,STABLE,,continue
truth_drift_agent,95,0.0,0.926115,0.922924,0.953774,0.972616,0.776778,0.851538,0.899451,STABLE,,continue
truth_drift_agent,96,0.0,0.937991,0.92209,0.953712,0.99061,0.781352,0.856291,0.905984,STABLE,,continue
truth_drift_agent,97,0.0,0.949756,0.911792,0.979,0.997741,0.789323,0.862598,0.914826,STABLE,,continue
truth_drift_agent,98,0.0,0.9613,0.90722,0.99385,0.994767,0.79672,0.867699,0.920252,STABLE,,continue
truth_drift_agent,99,0.0,0.960842,0.911434,1.0,0.997941,0.812345,0.877082,0.926988,STABLE,,continue
truth_drift_agent,100,0.0,0.965265,0.926131,0.995812,1.0,0.805073,0.87747,0.92786,STABLE,,continue
truth_drift_agent,101,0.0,0.981876,0.947788,0.987893,1.0,0.82376,0.893337,0.937672,STABLE,,continue
truth_drift_agent,102,0.0,0.993675,0.953707,0.987464,0.997906,0.835561,0.901751,0.943211,STABLE,,continue
truth_drift_agent,103,0.0,1.0,0.96052,0.980155,1.0,0.852139,0.911651,0.948761,STABLE,,continue
truth_drift_agent,104,0.0,1.0,0.972239,0.980303,0.99071,0.850082,0.911835,0.948279,STABLE,,continue
truth_drift_agent,105,0.0,0.983645,0.977606,0.982305,0.987403,0.827242,0.898704,0.940087,STABLE,,continue
truth_drift_agent,106,0.0,0.973056,0.991233,0.978207,0.99249,0.821075,0.895542,0.939024,STABLE,,continue
truth_drift_agent,107,0.0,0.990547,0.99074,0.984246,1.0,0.844255,0.911752,0.950883,STABLE,,continue
truth_drift_agent,108,0.0,0.988571,0.985808,0.983259,1.0,0.85018,0.913976,0.951225,STABLE,,continue
truth_drift_agent,109,0.0,0.985935,1.0,0.984527,1.0,0.857799,0.919471,0.955377,STABLE,,continue
truth_drift_agent,110,0.0,1.0,1.0,0.996385,0.992754,0.855632,0.920738,0.957966,STABLE,,continue
truth_drift_agent,111,0.0,1.0,1.0,0.997308,0.980742,0.848497,0.915291,0.95367,STABLE,,continue
truth_drift_agent,112,0.0,0.985729,0.982324,0.998791,0.994257,0.855151,0.917038,0.953622,STABLE,,continue
truth_drift_agent,113,0.0,0.964769,0.982325,0.997337,1.0,0.847068,0.909836,0.948878,STABLE,,continue
truth_drift_agent,114,0.0,0.96492,1.0,1.0,1.0,0.855066,0.916283,0.954382,STABLE,,continue
truth_drift_agent,115,0.0,0.972261,1.0,0.991905,1.0,0.847829,0.91295,0.951957,STABLE,,continue
truth_drift_agent,116,0.0,0.97874,1.0,0.986908,0.999773,0.84842,0.91369,0.952094,STABLE,,continue
truth_drift_agent,117,0.0,0.970472,0.996464,0.977753,1.0,0.84371,0.908335,0.947053,STABLE,,continue
truth_drift_agent,118,0.0,0.980994,0.985031,0.975294,0.993754,0.863964,0.918754,0.950781,STABLE,,continue
truth_drift_agent,119,0.0,0.986486,0.98453,0.983839,0.973417,0.869627,0.921154,0.950708,STABLE,,continue
truth_drift_agent,120,0.0,1.0,0.987524,0.986845,0.982024,0.884424,0.932218,0.959734,STABLE,,continue
truth_drift_agent,121,0.0,0.980025,0.972049,0.990842,0.976989,0.902722,0.937742,0.959006,STABLE,,continue
truth_drift_agent,122,0.0,0.979175,0.955722,0.979481,0.952199,0.904738,0.931092,0.949205,STABLE,,continue
truth_drift_agent,123,0.0,0.97969,0.956259,0.993224,0.969805,0.907302,0.936125,0.956526,STABLE,,continue
truth_drift_agent,124,0.0,0.960683,0.967156,0.999754,0.97645,0.92127,0.94331,0.961694,STABLE,,continue
truth_drift_agent,125,0.25059,0.872534,0.835814,0.902033,0.922252,0.745093,0.802478,0.847148,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,126,0.0,0.902382,0.850937,0.92454,0.933764,0.755463,0.817662,0.864108,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,127,0.0,0.927266,0.864669,0.917599,0.933521,0.77193,0.83146,0.873374,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,128,0.0,0.9396,0.863614,0.922221,0.935522,0.778493,0.835938,0.878151,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,129,0.0,0.932799,0.87206,0.926135,0.95082,0.796508,0.847975,0.88732,STABLE,,continue
truth_drift_agent,130,0.0,0.939082,0.881957,0.938171,0.948438,0.794156,0.851004,0.891373,STABLE,,continue
truth_drift_agent,131,0.0,0.936698,0.888358,0.93544,0.956122,0.810675,0.860936,0.897571,STABLE,,continue
truth_drift_agent,132,0.0,0.928119,0.900666,0.942537,0.964697,0.819027,0.868109,0.903745,STABLE,,continue
truth_drift_agent,133,0.0,0.921864,0.898771,0.951106,0.979137,0.804993,0.860521,0.903106,STABLE,,continue
truth_drift_agent,134,0.0,0.934322,0.9216,0.956616,0.987092,0.806699,0.869035,0.912138,STABLE,,continue
truth_drift_agent,135,0.0,0.940695,0.913858,0.93942,0.998038,0.805509,0.865691,0.910053,STABLE,,continue
truth_drift_agent,136,0.0,0.942972,0.909297,0.934044,0.99653,0.806926,0.864924,0.908601,STABLE,,continue
truth_drift_agent,137,0.0,0.953321,0.923618,0.94675,0.999324,0.831353,0.883703,0.922515,STABLE,,continue
truth_drift_agent,138,0.0,0.948022,0.931318,0.965745,1.0,0.824691,0.883646,0.925248,STABLE,,continue
truth_drift_agent,139,0.0,0.950887,0.952317,0.975759,1.0,0.830368,0.892084,0.932808,STABLE,,continue
truth_drift_agent,140,0.0,0.952707,0.960349,0.976726,0.999574,0.838754,0.898195,0.936823,STABLE,,continue
truth_drift_agent,141,0.0,0.951374,0.969952,1.0,0.981854,0.849218,0.905389,0.942136,STABLE,,continue
truth_drift_agent,142,0.0,0.949374,0.978972,1.0,0.991607,0.867728,0.916673,0.950253,STABLE,,continue
truth_drift_agent,143,0.0,0.95713,0.992563,0.976557,1.0,0.877404,0.923173,0.953228,STABLE,,continue
truth_drift_agent,144,0.0,0.972847,0.981168,0.971625,1.0,0.882726,0.92703,0.9545,STABLE,,continue
truth_drift_agent,145,0.0,0.978806,0.994047,0.958059,1.0,0.888063,0.929331,0.955949,STABLE,,continue
truth_drift_agent,146,0.0,0.97921,0.979978,0.969129,0.975859,0.899561,0.93454,0.954582,STABLE,,continue
truth_drift_agent,147,0.0,0.966684,0.982675,0.972383,0.990393,0.902275,0.936201,0.957361,STABLE,,continue
truth_drift_agent,148,0.0,0.96358,0.97948,0.989088,0.996886,0.902796,0.937746,0.961207,STABLE,,continue
truth_drift_agent,149,0.0,0.965411,0.966025,0.994544,0.979654,0.914669,0.941197,0.9602,STABLE,,continue
truth_drift_agent,150,0.265215,0.873919,0.826085,0.882913,0.957595,0.75006,0.799887,0.849693,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,151,0.0,0.881481,0.847108,0.899794,0.965402,0.75427,0.810675,0.860738,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,152,0.0,0.894241,0.84764,0.915575,0.973971,0.763005,0.818749,0.870103,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,153,0.0,0.890274,0.87398,0.931377,0.969771,0.770816,0.830225,0.878609,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
truth_drift_agent,154,0.0,0.887908,0.877336,0.935881,0.985611,0.774689,0.832564,0.883714,STABLE,,continue
truth_drift_agent,155,0.0,0.907223,0.8852,0.947593,0.985889,0.793513,0.848565,0.895803,STABLE,,continue
truth_drift_agent,156,0.0,0.912563,0.881874,0.94132,0.98223,0.790273,0.846589,0.893273,STABLE,,continue
truth_drift_agent,157,0.0,0.926738,0.889974,0.973516,0.966942,0.801705,0.858462,0.903552,STABLE,,continue
truth_drift_agent,158,0.0,0.923898,0.896922,0.978744,0.947576,0.812957,0.864089,0.90448,STABLE,,continue
truth_drift_agent,159,0.0,0.951694,0.90352,0.984403,0.96399,0.819697,0.874646,0.916315,STABLE,,continue
truth_drift_agent,160,0.0,0.951449,0.891183,0.993059,0.967093,0.817648,0.870641,0.915817,STABLE,,continue
truth_drift_agent,161,0.0,0.958308,0.897098,0.988774,0.977026,0.812433,0.871226,0.917717,STABLE,,continue
truth_drift_agent,162,0.0,0.973584,0.894235,0.983764,0.998957,0.83211,0.882512,0.928185,STABLE,,continue
truth_drift_agent,163,0.0,0.977603,0.896252,0.980809,0.999813,0.840007,0.887105,0.930854,STABLE,,continue
truth_drift_agent,164,0.0,0.979275,0.907149,0.981429,0.985415,0.842009,0.890975,0.930938,STABLE,,continue
truth_drift_agent,165,0.0,0.990809,0.903493,0.982207,0.978933,0.850201,0.894156,0.933041,STABLE,,continue
truth_drift_agent,166,0.0,0.987981,0.92869,0.989835,0.968292,0.863624,0.907362,0.940134,STABLE,,continue
truth_drift_agent,167,0.0,0.981619,0.930621,0.994437,0.967103,0.878662,0.91497,0.944235,STABLE,,continue
truth_drift_agent,168,0.0,0.975992,0.931925,0.988675,0.965316,0.89509,0.922605,0.946549,STABLE,,continue
truth_drift_agent,169,0.0,0.985045,0.956376,1.0,0.959087,0.900494,0.931296,0.954506,STABLE,,continue
truth_drift_agent,170,0.0,0.975006,0.953312,0.993699,0.953327,0.894433,0.925594,0.948369,STABLE,,continue
truth_drift_agent,171,0.0,0.976443,0.946187,1.0,0.949638,0.927258,0.938266,0.956408,STABLE,,continue
truth_drift_agent,172,0.0,0.974643,0.952719,0.987047,0.972622,0.941712,0.951898,0.963776,STABLE,,continue
truth_drift_agent,173,0.0,0.980533,0.944357,0.991019,0.964627,0.958947,0.953986,0.966405,STABLE,,continue
truth_drift_agent,174,0.0,0.990867,0.951321,0.967948,0.958953,0.967664,0.956068,0.9654,STABLE,,continue
truth_drift_agent,175,0.0,1.0,0.96767,0.956643,0.966796,0.979268,0.961485,0.971389,STABLE,,continue
truth_drift_agent,176,0.0,0.983417,0.971083,0.965625,0.967693,0.961675,0.963596,0.968199,STABLE,,continue
truth_drift_agent,177,0.0,0.98207,0.970933,0.969094,0.965857,0.958962,0.962972,0.96767,STABLE,,continue
truth_drift_agent,178,0.0,0.983739,0.978496,0.970501,0.965776,0.961724,0.965178,0.970075,STABLE,,continue
truth_drift_agent,179,0.0,0.966403,0.985589,0.974743,0.970198,0.973046,0.968514,0.973019,STABLE,,continue
constraint_drift_agent,0,0.0,0.980472,0.980262,1.0,0.999929,1.0,0.983967,0.992244,STABLE,,continue
constraint_drift_agent,1,0.0,0.9781,0.989037,1.0,1.0,0.997392,0.985744,0.992882,STABLE,,continue
constraint_drift_agent,2,0.0,0.959546,0.997913,1.0,1.0,0.988902,0.976167,0.988488,STABLE,,continue
constraint_drift_agent,3,0.0,0.970944,1.0,1.0,0.991239,0.987943,0.980959,0.98919,STABLE,,continue
constraint_drift_agent,4,0.0,0.981764,1.0,0.988827,0.995778,0.995147,0.986893,0.991716,STABLE,,continue
constraint_drift_agent,5,0.0,0.984745,1.0,0.987849,1.0,0.986711,0.986149,0.990959,STABLE,,continue
constraint_drift_agent,6,0.0,0.980629,1.0,0.998388,0.985026,0.975171,0.979518,0.986303,STABLE,,continue
constraint_drift_agent,7,0.0,0.962483,1.0,0.987437,0.981852,0.984704,0.973001,0.982073,STABLE,,continue
constraint_drift_agent,8,0.0,0.96039,1.0,0.986253,0.989386,0.991255,0.974119,0.984453,STABLE,,continue
constraint_drift_agent,9,0.0,0.958033,0.998313,0.99867,0.993795,0.978313,0.972189,0.984226,STABLE,,continue
constraint_drift_agent,10,0.0,0.969424,0.98765,1.0,1.0,0.983763,0.978468,0.987728,STABLE,,continue
constraint_drift_agent,11,0.0,0.974519,0.986893,1.0,0.996292,0.988028,0.981647,0.988929,STABLE,,continue
constraint_drift_agent,12,0.0,0.986174,0.982691,0.993838,0.984515,0.978791,0.980979,0.984623,STABLE,,continue
constraint_drift_agent,13,0.0,0.969482,0.991858,1.0,0.999462,0.965024,0.972439,0.983632,STABLE,,continue
constraint_drift_agent,14,0.0,0.980247,1.0,0.995432,1.0,0.949059,0.968495,0.981768,STABLE,,continue
constraint_drift_agent,15,0.0,0.98519,0.989364,0.998086,0.984388,0.960478,0.972879,0.981406,STABLE,,continue
constraint_drift_agent,16,0.0,0.997141,0.982681,0.986992,0.963527,0.962461,0.96704,0.975652,STABLE,,continue
constraint_drift_agent,17,0.0,0.991654,0.969041,0.993396,0.960661,0.956119,0.960952,0.971525,STABLE,,continue
constraint_drift_agent,18,0.0,0.98707,0.983098,1.0,0.961124,0.96747,0.967897,0.977437,STABLE,,continue
constraint_drift_agent,19,0.0,0.97695,0.985247,1.0,0.958167,0.97565,0.967615,0.977356,STABLE,,continue
constraint_drift_agent,20,0.0,0.971801,0.991939,1.0,0.930869,0.990417,0.955884,0.973696,STABLE,,continue
constraint_drift_agent,21,0.0,0.944574,0.986649,1.0,0.930794,0.976882,0.945668,0.964992,STABLE,,continue
constraint_drift_agent,22,0.0,0.940021,0.99836,0.980785,0.945184,0.97905,0.949642,0.966067,STABLE,,continue
constraint_drift_agent,23,0.0,0.935007,0.992706,0.97338,0.956302,0.988838,0.951051,0.967434,STABLE,,continue
constraint_drift_agent,24,0.0,0.925302,0.989458,0.968581,0.971195,0.976649,0.947796,0.964645,STABLE,,continue
constraint_drift_agent,25,0.254721,0.81895,0.851616,0.85935,0.791259,0.925894,0.810904,0.8462,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
constraint_drift_agent,26,0.0,0.840755,0.855363,0.8578,0.796814,0.91658,0.820813,0.850063,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
constraint_drift_agent,27,0.0,0.851579,0.861892,0.869565,0.825926,0.926954,0.838859,0.86486,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
constraint_drift_agent,28,0.0,0.871131,0.859044,0.881808,0.835877,0.925299,0.849486,0.872573,WATCH,,monitor drift; preserve failed evidence; avoid irreversible steps
constraint_drift_agent,29,0.0,0.895057,0.86224,0.895964,0.83737,0.935727,0.856874,0.882463,STABLE,,continue
constraint_drift_agent,30,0.0,0.900742,0.874409,0.908584,0.837312,0.948137,0.862522,0.890622,STABLE,,continue
constraint_drift_agent,31,0.0,0.91456,0.887087,0.917443,0.852565,0.951878,0.876481,0.901615,STABLE,,continue
constraint_drift_agent,32,0.0,0.921336,0.900329,0.946297,0.845767,0.965235,0.880646,0.911863,STABLE,,continue
constraint_drift_agent,33,0.0,0.911466,0.913266,0.969781,0.857563,0.97103,0.888575,0.921264,STABLE,,continue
constraint_drift_agent,34,0.0,0.916061,0.922944,0.971612,0.856085,0.971538,0.891312,0.923814,STABLE,,continue
constraint_drift_agent,35,0.0,0.927714,0.923594,0.967637,0.84893,0.978792,0.890542,0.924765,STABLE,,continue
constraint_drift_agent,36,0.0,0.941495,0.934162,0.981949,0.856576,0.985207,0.900375,0.935006,STABLE,,continue
constraint_drift_agent,37,0.0,0.951273,0.940357,0.97924,0.885143,0.982427,0.917803,0.944039,STABLE,,continue
constraint_drift_agent,38,0.0,0.950228,0.951139,0.984748,0.876241,0.99572,0.916105,0.947178,STABLE,,continue
constraint_drift_agent,39,0.0,0.955019,0.945306,0.998832,0.888042,0.983578,0.921651,0.950298,STABLE,,continue
constraint_drift_agent,40,0.0,0.977973,0.957801,0.998898,0.90896,0.987102,0.93929,0.962423,STABLE,,continue
constraint_drift_agent,41,0.0,0.98023,0.955756,1.0,0.917805,0.988766,0.943663,0.965287,STABLE,,continue
constraint_drift_agent,42,0.0,0.974607,0.961833,0.999302,0.908152,0.975369,0.938039,0.959917,STABLE,,continue
constraint_drift_agent,43,0.0,0.983184,0.939937,1.0,0.907486,0.991348,0.934498,0.960759,STABLE,,continue
constraint_drift_agent,44,0.0,0.980187,0.953018,0.996031,0.912768,0.999734,0.940895,0.964993,STABLE,,continue
constraint_drift_agent,45,0.0,0.977844,0.968058,0.986665,0.919622,1.0,0.947067,0.96721,STABLE,,continue
constraint_drift_agent,46,0.0,0.986996,0.990672,0.980951,0.909432,0.990057,0.945029,0.966362,STABLE,,continue
constraint_drift_agent,47,0.0,0.995099,0.996659,0.984717,0.902259,0.998895,0.944114,0.969326,STABLE,,continue
constraint_drift_agent,48,0.0,0.983416,1.0,1.0,0.910303,1.0,0.949148,0.973517,STABLE,,continue
constraint_drift_agent,49,0.0,0.980398,0.981898,0.993973,0.903392,0.98553,0.940853,0.964046,STABLE,,continue
constraint_drift_agent,50,0.0,0.99988,0.986582,0.998638,0.90463,0.985503,0.944697,0.969084,STABLE,,continue
constraint_drift_agent,51,0.0,1.0,0.987707,1.0,0.906943,0.983786,0.945954,0.969789,STABLE,,continue
constraint_drift_agent,52,0.0,0.985931,0.969257,0.997384,0.911677,0.972832,0.942257,0.96293,STABLE,,continue
constraint_drift_agent,53,0.0,0.987207,0.973115,0.976201,0.906482,0.980099,0.93959,0.959717,STABLE,,continue
constraint_drift_agent,54,0.0,0.992551,0.964482,0.981212,0.920896,0.99021,0.947432,0.966068,STABLE,,continue
constraint_drift_agent,55,0.190759,0.902888,0.866645,0.908477,0.796674,0.967134,0.840735,0.882843,STABLE,,continue
constraint_drift_agent,56,0.0,0.915394,0.889235,0.922602,0.81363,0.979707,0.858195,0.898621,STABLE,,continue
constraint_drift_agent,57,0.0,0.917095,0.883116,0.949183,0.824546,0.964949,0.865099,0.903142,STABLE,,continue
constraint_drift_agent,58,0.0,0.919508,0.903458,0.953703,0.827286,0.98308,0.872508,0.91237,STABLE,,continue
constraint_drift_agent,59,0.0,0.918308,0.905903,0.962484,0.838928,0.990033,0.879071,0.918734,STABLE,,continue
constraint_drift_agent,60,0.0,0.936831,0.918051,0.97278,0.843552,0.991832,0.8888,0.927585,STABLE,,continue
constraint_drift_agent,61,0.0,0.945183,0.929053,0.984425,0.856112,0.993235,0.899998,0.936742,STABLE,,continue
constraint_drift_agent,62,0.0,0.943407,0.937392,0.986388,0.86449,1.0,0.905978,0.941816,STABLE,,continue
constraint_drift_agent,63,0.0,0.944689,0.948376,0.999033,0.871541,1.0,0.912762,0.948225,STABLE,,continue
constraint_drift_agent,64,0.0,0.94728,0.957193,0.991184,0.873781,1.0,0.915895,0.949195,STABLE,,continue
constraint_drift_agent,65,0.0,0.961817,0.965007,1.0,0.878486,0.996678,0.923119,0.95524,STABLE,,continue
constraint_drift_agent,66,0.0,0.993255,0.972728,0.992805,0.876987,0.987642,0.926881,0.95779,STABLE,,continue
constraint_drift_agent,67,0.0,1.0,0.97203,0.995115,0.881863,0.99641,0.931077,0.962343,STABLE,,continue
constraint_drift_agent,68,0.0,0.991533,0.964295,0.998061,0.893165,1.0,0.93523,0.964081,STABLE,,continue
constraint_drift_agent,69,0.0,0.984413,0.974926,0.990902,0.892736,0.99056,0.934887,0.961195,STABLE,,continue
constraint_drift_agent,70,0.0,0.999221,0.983968,0.998262,0.910013,1.0,0.948842,0.973057,STABLE,,continue
constraint_drift_agent,71,0.0,0.982218,0.978316,0.99235,0.905537,0.989224,0.942007,0.964799,STABLE,,continue
constraint_drift_agent,72,0.0,0.98127,0.968492,0.996802,0.910286,0.995302,0.94341,0.966451,STABLE,,continue
constraint_drift_agent,73,0.0,0.988505,0.977925,0.993529,0.935516,0.998199,0.959495,0.975788,STABLE,,continue
constraint_drift_agent,74,0.0,0.971204,0.970285,0.977056,0.938578,0.997192,0.954851,0.968897,STABLE,,continue
constraint_drift_agent,75,0.0,0.969837,0.993604,0.985849,0.948591,0.988212,0.963315,0.974932,STABLE,,continue
constraint_drift_agent,76,0.0,0.963321,0.994662,0.989617,0.932331,0.987795,0.953755,0.970372,STABLE,,continue
constraint_drift_agent,77,0.0,0.967687,0.993087,0.982978,0.929967,0.987462,0.952893,0.968865,STABLE,,continue
constraint_drift_agent,78,0.0,0.972317,0.999882,0.996238,0.930161,0.984375,0.955216,0.972729,STABLE,,continue
constraint_drift_agent,79,0.0,0.979883,1.0,0.992438,0.941194,0.996008,0.963679,0.97869,STABLE,,continue
constraint_drift_agent,80,0.0,0.995117,1.0,0.984863,0.943967,0.99659,0.966517,0.980425,STABLE,,continue
constraint_drift_agent,81,0.0,0.994699,0.993507,0.972187,0.947405,0.989308,0.964183,0.975918,STABLE,,continue
constraint_drift_agent,82,0.0,0.99617,0.986268,0.965195,0.952104,0.992074,0.963985,0.975201,STABLE,,continue
constraint_drift_agent,83,0.0,1.0,1.0,0.97298,0.9591,0.982231,0.969422,0.979261,STABLE,,continue
constraint_drift_agent,84,0.0,0.987131,1.0,0.967636,0.950493,0.983929,0.963281,0.974288,STABLE,,continue
constraint_drift_agent,85,0.0,0.987712,0.990975,0.969247,0.965005,0.977759,0.969571,0.975816,STABLE,,continue
constraint_drift_agent,86,0.0,0.97519,1.0,0.978598,0.960367,0.964553,0.963973,0.972797,STABLE,,continue
constraint_drift_agent,87,0.0,0.970602,0.999453,0.993337,0.951777,0.967877,0.961737,0.973598,STABLE,,continue
constraint_drift_agent,88,0.0,0.98074,0.975699,1.0,0.942113,0.974974,0.958851,0.972137,STABLE,,continue
constraint_drift_agent,89,0.0,0.985426,0.98917,1.0,0.920933,0.970069,0.949489,0.968363,STABLE,,continue
constraint_drift_agent,90,0.169243,0.908996,0.910494,0.936812,0.815475,0.944368,0.864079,0.897508,STABLE,,continue
constraint_drift_agent,91,0.0,0.901016,0.915606,0.950074,0.812837,0.957223,0.863424,0.901604,STABLE,,continue
constraint_drift_agent,92,0.0,0.921503,0.925989,0.926626,0.808441,0.981115,0.864654,0.905586,STABLE,,continue
constraint_drift_agent,93,0.0,0.92508,0.914141,0.949544,0.817157,0.994386,0.870436,0.913902,STABLE,,continue
constraint_drift_agent,94,0.0,0.936481,0.927999,0.96044,0.832323,1.0,0.884271,0.92545,STABLE,,continue
constraint_drift_agent,95,0.0,0.953508,0.919972,0.970603,0.85125,1.0,0.895738,0.933842,STABLE,,continue
constraint_drift_agent,96,0.0,0.954598,0.940264,0.984114,0.883639,0.9925,0.918137,0.947193,STABLE,,continue
constraint_drift_agent,97,0.0,0.954754,0.943655,0.981499,0.879952,0.965755,0.915455,0.940768,STABLE,,continue
constraint_drift_agent,98,0.0,0.95562,0.953433,0.979231,0.904684,0.969916,0.930691,0.949491,STABLE,,continue
