agent,step,perturbation,memory,intent,correction,constraint,truth,coherence,gv_intelligence
fast_but_drifty,118,0.0,0.97198,0.969288,0.980228,0.968206,0.967879,0.968075,0.971414
fast_but_drifty,119,0.0,0.972698,0.969947,0.980455,0.968752,0.968575,0.968758,0.971983
fast_but_drifty,120,0.15505,0.89192,0.896875,0.91473,0.903331,0.895538,0.894461,0.900481
fast_but_drifty,121,0.0,0.922747,0.926372,0.944477,0.931784,0.924923,0.92421,0.930047
fast_but_drifty,122,0.0,0.890505,0.893173,0.910974,0.897786,0.891679,0.891202,0.896798
fast_but_drifty,123,0.0,0.895821,0.897312,0.915434,0.900979,0.895708,0.895471,0.901007
fast_but_drifty,124,0.0,0.906907,0.907353,0.925692,0.910162,0.905656,0.905592,0.911093
fast_but_drifty,125,0.0,0.918888,0.918464,0.93682,0.920532,0.9167,0.916752,0.922204
fast_but_drifty,126,0.0,0.919879,0.918756,0.936928,0.920198,0.916953,0.917081,0.922453
fast_but_drifty,127,0.0,0.900018,0.898254,0.916253,0.899114,0.896415,0.896596,0.901909
fast_but_drifty,128,0.0,0.913036,0.9105,0.92871,0.910692,0.908586,0.9088,0.914186
fast_but_drifty,129,0.0,0.945991,0.942854,0.961037,0.942497,0.940895,0.941121,0.946523
fast_but_drifty,130,0.0,0.927358,0.923961,0.941535,0.923284,0.922025,0.922253,0.927496
fast_but_drifty,131,0.0,0.946199,0.942393,0.959755,0.941305,0.94044,0.94066,0.945873
fast_but_drifty,132,0.0,0.945629,0.941613,0.958449,0.940251,0.939682,0.939891,0.944975
fast_but_drifty,133,0.0,0.949113,0.944897,0.961269,0.943274,0.942984,0.943177,0.948154
fast_but_drifty,134,0.0,0.937442,0.933071,0.948961,0.931225,0.931182,0.931357,0.93622
fast_but_drifty,135,0.0,0.937492,0.932873,0.948538,0.930747,0.930982,0.93113,0.935964
fast_but_drifty,136,0.0,0.962056,0.957207,0.97267,0.954818,0.955314,0.955432,0.960245
fast_but_drifty,137,0.0,0.973869,0.969028,0.983869,0.96654,0.967182,0.967281,0.971931
fast_but_drifty,138,0.0,1.0,0.997242,1.0,0.994733,0.995464,0.995832,0.997376
fast_but_drifty,139,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,140,0.154961,0.940931,0.948679,0.956427,0.956427,0.948679,0.94588,0.950271
fast_but_drifty,141,0.0,0.9523,0.958959,0.966933,0.965887,0.958856,0.95658,0.960625
fast_but_drifty,142,0.0,0.968584,0.974333,0.982329,0.980559,0.974156,0.972287,0.976025
fast_but_drifty,143,0.0,0.96668,0.971733,0.979471,0.977393,0.971516,0.969933,0.973388
fast_but_drifty,144,0.0,0.970377,0.974766,0.982317,0.979883,0.974508,0.973194,0.976395
fast_but_drifty,145,0.0,0.962315,0.966122,0.973447,0.97075,0.965831,0.964744,0.967714
fast_but_drifty,146,0.0,0.980211,0.983405,0.99068,0.987524,0.983067,0.982215,0.984994
fast_but_drifty,147,0.0,0.96414,0.966925,0.973845,0.970673,0.966578,0.965868,0.968445
fast_but_drifty,148,0.0,0.97878,0.981042,0.987934,0.984344,0.980653,0.980125,0.982559
fast_but_drifty,149,0.0,0.977639,0.979547,0.98616,0.982517,0.979147,0.978733,0.981008
fast_but_drifty,150,0.0,0.997019,0.998588,1.0,1.0,0.998176,0.997903,0.99876
fast_but_drifty,151,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,152,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,153,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,154,0.0,0.976419,0.976419,0.976419,0.976419,0.976419,0.976419,0.976419
fast_but_drifty,155,0.0,0.977325,0.977113,0.977537,0.976971,0.977066,0.97705,0.977196
fast_but_drifty,156,0.0,0.961582,0.961181,0.961979,0.960911,0.961091,0.961061,0.961336
fast_but_drifty,157,0.0,0.956919,0.956201,0.957627,0.955717,0.95604,0.955986,0.956478
fast_but_drifty,158,0.0,0.983077,0.982023,0.984109,0.981308,0.981786,0.981705,0.982427
fast_but_drifty,159,0.0,0.994011,0.992881,0.995102,0.992105,0.992624,0.992536,0.993308
truth_weak_agent,0,0.0,0.989516,0.989516,0.989516,0.989516,0.989516,0.989516,0.989516
truth_weak_agent,1,0.0,0.975631,0.975484,0.975778,0.975317,0.974677,0.975091,0.975359
truth_weak_agent,2,0.0,0.979193,0.978722,0.979661,0.978178,0.976055,0.977421,0.9783
truth_weak_agent,3,0.0,0.963567,0.962857,0.96426,0.962025,0.958645,0.960801,0.962174
truth_weak_agent,4,0.0,0.95809,0.95695,0.959196,0.955603,0.950025,0.95357,0.955815
truth_weak_agent,5,0.0,0.968051,0.966451,0.969589,0.964545,0.956454,0.96157,0.964791
truth_weak_agent,6,0.0,0.989406,0.987539,0.991176,0.985279,0.975308,0.981562,0.985465
truth_weak_agent,7,0.0,0.999872,0.998066,1.0,0.995823,0.985304,0.991712,0.995523
truth_weak_agent,8,0.0,0.965519,0.963913,0.965631,0.961855,0.951449,0.957704,0.961393
truth_weak_agent,9,0.0,0.974429,0.97252,0.975008,0.970082,0.957714,0.965184,0.969619
truth_weak_agent,10,0.0,0.978732,0.976678,0.979587,0.974035,0.960274,0.968568,0.973496
truth_weak_agent,11,0.0,0.98762,0.985499,0.988653,0.982736,0.967873,0.976793,0.982086
truth_weak_agent,12,0.0,1.0,1.0,1.0,1.0,0.993241,0.99662,0.998513
truth_weak_agent,13,0.0,0.969051,0.969051,0.969051,0.969051,0.962529,0.96579,0.967616
truth_weak_agent,14,0.0,0.964084,0.963651,0.964518,0.963156,0.954974,0.959391,0.961897
truth_weak_agent,15,0.0,0.977473,0.976586,0.978349,0.975557,0.965413,0.971133,0.97444
truth_weak_agent,16,0.0,0.956588,0.955484,0.957656,0.954179,0.9429,0.949344,0.953094
truth_weak_agent,17,0.0,0.984197,0.982609,0.985723,0.980717,0.967037,0.975018,0.979721
truth_weak_agent,18,0.0,0.991714,0.990082,0.993248,0.988094,0.973716,0.982092,0.987018
truth_weak_agent,19,0.0,1.0,1.0,1.0,1.0,0.987335,0.993668,0.997214
truth_weak_agent,20,0.188405,0.908584,0.918004,0.927424,0.974525,0.858681,0.889603,0.916496
truth_weak_agent,21,0.0,0.936129,0.943215,0.953612,0.992998,0.879654,0.91376,0.940085
truth_weak_agent,22,0.0,0.94767,0.953068,0.963599,0.997163,0.88736,0.923049,0.948679
truth_weak_agent,23,0.0,0.95778,0.96184,0.972211,1.0,0.894818,0.931413,0.956194
truth_weak_agent,24,0.0,0.967155,0.970169,0.980157,1.0,0.902555,0.939404,0.962837
truth_weak_agent,25,0.0,0.958343,0.96056,0.969985,0.98705,0.893015,0.92977,0.952603
truth_weak_agent,26,0.0,0.961379,0.962764,0.971974,0.98608,0.894547,0.93161,0.95413
truth_weak_agent,27,0.0,0.963957,0.964647,0.97361,0.985129,0.89595,0.933178,0.955413
truth_weak_agent,28,0.0,0.97425,0.974357,0.983055,0.992307,0.905342,0.942624,0.964595
truth_weak_agent,29,0.0,0.992491,0.992227,1.0,1.0,0.923653,0.959766,0.98037
truth_weak_agent,30,0.0,0.977559,0.977219,0.984122,0.984122,0.910447,0.945481,0.965418
truth_weak_agent,31,0.0,0.978512,0.977896,0.98447,0.983771,0.911706,0.946339,0.965996
truth_weak_agent,32,0.0,1.0,1.0,1.0,1.0,0.937018,0.968509,0.986144
truth_weak_agent,33,0.0,0.988846,0.988846,0.988846,0.988846,0.928069,0.958457,0.975475
truth_weak_agent,34,0.0,0.977918,0.977762,0.978074,0.977583,0.918252,0.948043,0.964726
truth_weak_agent,35,0.0,0.983735,0.983287,0.984178,0.98277,0.924148,0.953817,0.970436
truth_weak_agent,36,0.0,0.99845,0.997825,0.999059,0.99709,0.939469,0.96878,0.985204
truth_weak_agent,37,0.0,0.998817,0.99824,0.999362,0.99754,0.941759,0.970118,0.986007
truth_weak_agent,38,0.0,1.0,1.0,1.0,1.0,0.963732,0.981866,0.992021
truth_weak_agent,39,0.0,1.0,1.0,1.0,1.0,0.977853,0.988926,0.995128
truth_weak_agent,40,0.213167,0.89107,0.901728,0.912386,0.965678,0.827064,0.866266,0.89838
truth_weak_agent,41,0.0,0.93971,0.947649,0.959567,1.0,0.868032,0.910862,0.941679
truth_weak_agent,42,0.0,0.944229,0.950435,0.96215,0.996923,0.869573,0.913361,0.943303
truth_weak_agent,43,0.0,0.921203,0.925934,0.937396,0.967165,0.844086,0.888557,0.917756
truth_weak_agent,44,0.0,0.955195,0.958293,0.970225,0.994381,0.873606,0.919765,0.948861
truth_weak_agent,45,0.0,0.953975,0.956099,0.967528,0.988055,0.871165,0.917385,0.945858
truth_weak_agent,46,0.0,0.961393,0.962634,0.973692,0.99082,0.877292,0.923632,0.951631
truth_weak_agent,47,0.0,0.9859,0.986462,0.997018,1.0,0.90123,0.946467,0.972534
truth_weak_agent,48,0.0,0.963643,0.963944,0.973402,0.975966,0.880653,0.924689,0.949958
truth_weak_agent,49,0.0,0.949449,0.949208,0.958351,0.959499,0.866056,0.909894,0.934935
truth_weak_agent,50,0.0,0.9318,0.930877,0.940163,0.939368,0.846724,0.890987,0.916172
truth_weak_agent,51,0.0,0.928481,0.926707,0.936628,0.933276,0.840177,0.885599,0.911374
truth_weak_agent,52,0.0,0.944087,0.94151,0.952095,0.946276,0.852365,0.899057,0.925517
truth_weak_agent,53,0.0,0.958995,0.955924,0.966664,0.959297,0.865395,0.912685,0.939464
truth_weak_agent,54,0.0,0.968305,0.965005,0.975475,0.967348,0.874251,0.921521,0.948272
truth_weak_agent,55,0.0,0.951107,0.947733,0.957717,0.949291,0.85746,0.904346,0.930859
truth_weak_agent,56,0.0,0.922616,0.918935,0.928985,0.919508,0.827798,0.875029,0.901739
truth_weak_agent,57,0.0,0.933182,0.92883,0.939743,0.92805,0.83464,0.883381,0.910984
truth_weak_agent,58,0.0,0.934524,0.929724,0.941102,0.927881,0.833351,0.883134,0.911357
truth_weak_agent,59,0.0,0.949665,0.944486,0.956239,0.941695,0.846075,0.896823,0.925622
truth_weak_agent,60,0.094899,0.905887,0.905328,0.921734,0.930386,0.782362,0.848462,0.886853
truth_weak_agent,61,0.0,0.929147,0.927333,0.944094,0.948471,0.801381,0.868859,0.90771
truth_weak_agent,62,0.0,0.941513,0.93891,0.955359,0.956856,0.811771,0.879613,0.918458
truth_weak_agent,63,0.0,0.956833,0.953703,0.969559,0.968949,0.82631,0.89401,0.93262
truth_weak_agent,64,0.0,0.951702,0.948318,0.963251,0.96136,0.821819,0.888767,0.92684
truth_weak_agent,65,0.0,0.955093,0.951412,0.965702,0.962375,0.825361,0.891823,0.929531
truth_weak_agent,66,0.0,0.963703,0.959806,0.973455,0.968939,0.834425,0.900299,0.937607
truth_weak_agent,67,0.0,0.980585,0.976615,0.989479,0.984228,0.852528,0.917498,0.954243
truth_weak_agent,68,0.0,0.977125,0.973328,0.985046,0.979836,0.851783,0.915201,0.951023
truth_weak_agent,69,0.0,0.987825,0.984133,0.994957,0.98959,0.864789,0.926866,0.961894
truth_weak_agent,70,0.0,0.985371,0.981923,0.991676,0.986601,0.865533,0.925887,0.95991
truth_weak_agent,71,0.0,0.985451,0.982184,0.991078,0.986125,0.868477,0.927279,0.960401
truth_weak_agent,72,0.0,0.999727,0.996622,1.0,0.999899,0.885523,0.942279,0.974118
truth_weak_agent,73,0.0,0.969866,0.967105,0.970104,0.970013,0.859633,0.914442,0.945182
truth_weak_agent,74,0.0,0.954215,0.951342,0.954842,0.953445,0.845099,0.899268,0.929648
truth_weak_agent,75,0.0,0.937752,0.934559,0.938932,0.935681,0.828288,0.882489,0.912896
truth_weak_agent,76,0.0,0.910591,0.906884,0.912477,0.906852,0.799294,0.854207,0.885038
truth_weak_agent,77,0.0,0.911682,0.907139,0.914556,0.90562,0.796144,0.852863,0.884766
truth_weak_agent,78,0.0,0.934052,0.928781,0.93776,0.925922,0.814521,0.87294,0.905868
truth_weak_agent,79,0.0,0.938088,0.932484,0.9422,0.92876,0.816739,0.875894,0.909279
truth_weak_agent,80,0.188095,0.858775,0.862337,0.881988,0.914318,0.69842,0.78691,0.840222
truth_weak_agent,81,0.0,0.896484,0.89767,0.918425,0.942459,0.728891,0.81992,0.8737
truth_weak_agent,82,0.0,0.90849,0.908094,0.928808,0.946946,0.737343,0.829174,0.882772
truth_weak_agent,83,0.0,0.940324,0.938691,0.959079,0.972343,0.766839,0.858947,0.912233
truth_weak_agent,84,0.0,0.949225,0.94694,0.96619,0.97638,0.776382,0.86743,0.919797
truth_weak_agent,85,0.0,0.943062,0.940322,0.958362,0.966086,0.771648,0.861332,0.912682
truth_weak_agent,86,0.0,0.94132,0.93809,0.955275,0.960426,0.770724,0.859386,0.909954
truth_weak_agent,87,0.0,0.926506,0.922815,0.939329,0.942017,0.756541,0.84432,0.894228
truth_weak_agent,88,0.0,0.922444,0.918138,0.934501,0.934262,0.75174,0.839316,0.888978
truth_weak_agent,89,0.0,0.926846,0.921936,0.9383,0.935202,0.755059,0.842634,0.892198
truth_weak_agent,90,0.0,0.948117,0.942733,0.958992,0.953477,0.775685,0.863101,0.912508
truth_weak_agent,91,0.0,0.980466,0.974959,0.990545,0.983754,0.809348,0.895752,0.944536
truth_weak_agent,92,0.0,0.962194,0.957031,0.971136,0.964581,0.795288,0.879397,0.926837
truth_weak_agent,93,0.0,0.97285,0.967736,0.981069,0.973874,0.808345,0.891011,0.937604
truth_weak_agent,94,0.0,0.960663,0.955741,0.968111,0.960774,0.799445,0.880293,0.925831
truth_weak_agent,95,0.0,0.97274,0.967819,0.979696,0.97166,0.813585,0.893195,0.938017
truth_weak_agent,96,0.0,0.974208,0.969457,0.980572,0.972414,0.818143,0.896073,0.939929
truth_weak_agent,97,0.0,0.949995,0.945414,0.955829,0.947599,0.797045,0.873303,0.9162
truth_weak_agent,98,0.0,0.97022,0.965452,0.975937,0.966554,0.818072,0.893724,0.936283
truth_weak_agent,99,0.0,0.964897,0.960246,0.970231,0.96069,0.815365,0.889609,0.931367
truth_weak_agent,100,0.105695,0.895142,0.895805,0.91079,0.927278,0.72651,0.816169,0.867933
truth_weak_agent,101,0.0,0.89854,0.897661,0.913465,0.924445,0.726268,0.81689,0.868827
truth_weak_agent,102,0.0,0.917742,0.915541,0.931998,0.938117,0.742267,0.833691,0.885815
truth_weak_agent,103,0.0,0.925268,0.922162,0.93868,0.941219,0.748449,0.839863,0.891801
truth_weak_agent,104,0.0,0.939614,0.93581,0.952195,0.951792,0.762183,0.853301,0.904942
truth_weak_agent,105,0.0,0.952651,0.948428,0.964316,0.961849,0.775935,0.866198,0.917262
truth_weak_agent,106,0.0,0.978427,0.974014,0.989122,0.985321,0.803588,0.892509,0.942746
truth_weak_agent,107,0.0,0.976004,0.971782,0.985503,0.981589,0.80532,0.891901,0.94076
truth_weak_agent,108,0.0,0.956874,0.95279,0.96538,0.961203,0.789981,0.874423,0.922029
truth_weak_agent,109,0.0,0.978316,0.974086,0.986235,0.980936,0.81334,0.89653,0.943396
truth_weak_agent,110,0.0,0.976076,0.972016,0.98319,0.977794,0.814901,0.896011,0.941674
truth_weak_agent,111,0.0,0.99581,0.991869,1.0,0.996645,0.838098,0.91705,0.961413
truth_weak_agent,112,0.0,1.0,0.99853,1.0,1.0,0.849515,0.924572,0.966621
truth_weak_agent,113,0.0,0.998033,0.996728,0.998033,0.998033,0.852815,0.925259,0.965844
truth_weak_agent,114,0.0,1.0,1.0,1.0,1.0,0.863198,0.931599,0.969904
truth_weak_agent,115,0.0,1.0,1.0,1.0,1.0,0.897252,0.948626,0.977395
truth_weak_agent,116,0.0,1.0,1.0,1.0,1.0,0.932003,0.966001,0.985041
truth_weak_agent,117,0.0,1.0,1.0,1.0,1.0,0.935423,0.967712,0.985793
truth_weak_agent,118,0.0,1.0,1.0,1.0,1.0,0.940086,0.970043,0.986819
truth_weak_agent,119,0.0,1.0,1.0,1.0,1.0,0.958327,0.979163,0.990832
truth_weak_agent,120,0.139906,0.928048,0.935043,0.942038,0.977015,0.859852,0.899756,0.927127
truth_weak_agent,121,0.0,0.936726,0.94193,0.949765,0.978833,0.864369,0.90591,0.932988
truth_weak_agent,122,0.0,0.949407,0.953143,0.961506,0.985574,0.873825,0.916489,0.943299
truth_weak_agent,123,0.0,0.943281,0.94589,0.954395,0.974458,0.86574,0.908888,0.935325
truth_weak_agent,124,0.0,0.926584,0.928107,0.936936,0.953067,0.846596,0.890473,0.916783
truth_weak_agent,125,0.0,0.90474,0.905064,0.91467,0.926478,0.82087,0.866168,0.892815
truth_weak_agent,126,0.0,0.899982,0.898936,0.909856,0.916775,0.810379,0.857963,0.885526
truth_weak_agent,127,0.0,0.905704,0.903375,0.915596,0.917885,0.810136,0.860101,0.888761
truth_weak_agent,128,0.0,0.913187,0.909799,0.923015,0.92137,0.812383,0.864395,0.894067
truth_weak_agent,129,0.0,0.953184,0.94896,0.962851,0.957977,0.848008,0.901688,0.932221
truth_weak_agent,130,0.0,0.975673,0.971267,0.984642,0.978601,0.869918,0.923568,0.954024
truth_weak_agent,131,0.0,0.964307,0.960053,0.972361,0.966224,0.860039,0.912749,0.942619
truth_weak_agent,132,0.0,0.97402,0.969743,0.981446,0.974682,0.870153,0.922438,0.952031
truth_weak_agent,133,0.0,0.971187,0.967026,0.977937,0.971006,0.868592,0.920079,0.949189
truth_weak_agent,134,0.0,0.970552,0.966453,0.97676,0.969524,0.868926,0.919771,0.948494
truth_weak_agent,135,0.0,0.977042,0.97299,0.982794,0.97523,0.876293,0.926556,0.954931
truth_weak_agent,136,0.0,0.989223,0.985303,0.99449,0.986895,0.88991,0.939353,0.967248
truth_weak_agent,137,0.0,0.985492,0.98186,0.990173,0.983064,0.888675,0.936832,0.963979
truth_weak_agent,138,0.0,1.0,0.99985,1.0,1.0,0.908529,0.954246,0.979849
truth_weak_agent,139,0.0,0.982871,0.982737,0.982871,0.982871,0.894601,0.938719,0.963427
truth_weak_agent,140,0.167642,0.931791,0.939815,0.948795,0.989952,0.811524,0.879469,0.922122
truth_weak_agent,141,0.0,0.943732,0.949902,0.95931,0.994263,0.821467,0.88964,0.931448
truth_weak_agent,142,0.0,0.97232,0.977011,0.986505,1.0,0.849214,0.915968,0.954662
truth_weak_agent,143,0.0,0.97718,0.980959,0.989767,1.0,0.855864,0.92098,0.95843
truth_weak_agent,144,0.0,0.988767,0.991803,0.999911,1.0,0.869621,0.932224,0.967698
truth_weak_agent,145,0.0,0.989331,0.991869,0.999072,0.999148,0.873332,0.933977,0.968286
truth_weak_agent,146,0.0,0.988119,0.990224,0.996646,0.996674,0.875209,0.93397,0.967166
truth_weak_agent,147,0.0,0.977924,0.979627,0.985423,0.985301,0.867885,0.924903,0.957077
truth_weak_agent,148,0.0,0.98716,0.988363,0.993918,0.993167,0.878963,0.93475,0.966194
truth_weak_agent,149,0.0,0.976005,0.976893,0.981997,0.98105,0.870427,0.92466,0.955203
truth_weak_agent,150,0.0,0.989012,0.989465,0.994501,0.992853,0.884945,0.938164,0.968112
truth_weak_agent,151,0.0,1.0,1.0,1.0,1.0,0.905252,0.952626,0.979155
truth_weak_agent,152,0.0,1.0,1.0,1.0,1.0,0.914066,0.957033,0.981094
truth_weak_agent,153,0.0,0.995706,0.995706,0.995706,0.995706,0.91278,0.954243,0.977462
truth_weak_agent,154,0.0,1.0,1.0,1.0,1.0,0.922642,0.961321,0.982981
truth_weak_agent,155,0.0,0.99537,0.99537,0.99537,0.99537,0.920719,0.958045,0.978947
truth_weak_agent,156,0.0,1.0,1.0,1.0,1.0,0.937527,0.968764,0.986256
truth_weak_agent,157,0.0,0.972529,0.972529,0.972529,0.972529,0.912243,0.942386,0.959266
truth_weak_agent,158,0.0,0.970956,0.970572,0.971341,0.970132,0.91028,0.940513,0.957446
truth_weak_agent,159,0.0,0.944754,0.944005,0.945491,0.943137,0.883558,0.913943,0.930972
constraint_weak_agent,0,0.0,0.977574,0.977574,0.977574,0.977574,0.977574,0.977574,0.977574
constraint_weak_agent,1,0.0,1.0,1.0,1.0,0.998705,1.0,0.999352,0.999715
constraint_weak_agent,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
constraint_weak_agent,3,0.0,0.989208,0.989208,0.989208,0.989208,0.989208,0.989208,0.989208
constraint_weak_agent,4,0.0,0.96803,0.967879,0.968181,0.966994,0.967879,0.967482,0.967774
constraint_weak_agent,5,0.0,0.92759,0.927009,0.928168,0.923516,0.927009,0.925437,0.926584
constraint_weak_agent,6,0.0,0.928562,0.927031,0.930072,0.917658,0.927031,0.922805,0.925871
constraint_weak_agent,7,0.0,0.973869,0.97151,0.976168,0.956435,0.97151,0.964686,0.969578
constraint_weak_agent,8,0.0,0.983685,0.981224,0.986028,0.964265,0.981224,0.973496,0.978927
constraint_weak_agent,9,0.0,0.977347,0.974933,0.97959,0.956943,0.974933,0.966681,0.972371
constraint_weak_agent,10,0.0,0.987177,0.984717,0.989424,0.965211,0.984717,0.975726,0.981841
constraint_weak_agent,11,0.0,0.965379,0.963014,0.96749,0.942841,0.963014,0.953664,0.959926
constraint_weak_agent,12,0.0,0.965281,0.962697,0.967582,0.940096,0.962697,0.952204,0.959199
constraint_weak_agent,13,0.0,0.971148,0.968367,0.973612,0.943385,0.968367,0.956747,0.964455
constraint_weak_agent,14,0.0,0.973492,0.970618,0.976015,0.943792,0.970618,0.958108,0.966349
constraint_weak_agent,15,0.0,0.988694,0.985771,0.991235,0.95734,0.985771,0.972477,0.981172
constraint_weak_agent,16,0.0,0.995288,0.992535,0.997632,0.96379,0.992535,0.979033,0.987761
constraint_weak_agent,17,0.0,1.0,1.0,1.0,0.974901,1.0,0.98745,0.994478
constraint_weak_agent,18,0.0,0.989674,0.989674,0.989674,0.965328,0.989674,0.977501,0.984318
constraint_weak_agent,19,0.0,1.0,1.0,1.0,0.979836,1.0,0.989918,0.995564
constraint_weak_agent,20,0.218479,0.865285,0.876208,0.887132,0.802029,0.941752,0.840903,0.873288
constraint_weak_agent,21,0.0,0.868943,0.876758,0.889618,0.794653,0.93496,0.838972,0.871631
constraint_weak_agent,22,0.0,0.905493,0.910598,0.925109,0.82085,0.962282,0.870012,0.903345
constraint_weak_agent,23,0.0,0.914531,0.91774,0.932723,0.823355,0.963636,0.87525,0.908762
constraint_weak_agent,24,0.0,0.946357,0.948011,0.963199,0.849711,0.988766,0.90376,0.937472
constraint_weak_agent,25,0.0,0.946478,0.947196,0.961713,0.847582,0.983386,0.902171,0.935484
constraint_weak_agent,26,0.0,0.975048,0.974935,0.988899,0.87398,1.0,0.928613,0.960717
constraint_weak_agent,27,0.0,0.980164,0.979715,0.992426,0.879733,1.0,0.9334,0.964546
constraint_weak_agent,28,0.0,0.986537,0.98586,0.997359,0.887214,1.0,0.939544,0.969528
constraint_weak_agent,29,0.0,1.0,1.0,1.0,0.914069,1.0,0.957034,0.981095
constraint_weak_agent,30,0.0,0.994573,0.994573,0.994573,0.91122,0.994573,0.952897,0.976236
constraint_weak_agent,31,0.0,0.98114,0.981064,0.981216,0.899767,0.981064,0.940444,0.963224
constraint_weak_agent,32,0.0,0.976788,0.976457,0.977118,0.896045,0.976457,0.936374,0.958963
constraint_weak_agent,33,0.0,0.986498,0.985879,0.987106,0.905949,0.985879,0.946142,0.96866
constraint_weak_agent,34,0.0,0.964713,0.963974,0.965425,0.885284,0.963974,0.924899,0.947096
constraint_weak_agent,35,0.0,0.978721,0.977571,0.979827,0.898288,0.977571,0.938347,0.960804
constraint_weak_agent,36,0.0,0.973321,0.972001,0.97457,0.893257,0.972001,0.933105,0.955448
constraint_weak_agent,37,0.0,0.993899,0.992354,0.995347,0.913677,0.992354,0.953568,0.975944
constraint_weak_agent,38,0.0,0.958754,0.957297,0.960085,0.880353,0.957297,0.919342,0.94121
constraint_weak_agent,39,0.0,0.952153,0.950281,0.953875,0.872144,0.950281,0.911874,0.934173
constraint_weak_agent,40,0.114113,0.883026,0.886399,0.896588,0.778001,0.920633,0.835988,0.87098
constraint_weak_agent,41,0.0,0.901479,0.902838,0.91478,0.788376,0.933237,0.849767,0.886046
constraint_weak_agent,42,0.0,0.911205,0.911031,0.924023,0.792036,0.938026,0.855842,0.893053
constraint_weak_agent,43,0.0,0.918592,0.917195,0.930859,0.794474,0.941167,0.860176,0.898149
constraint_weak_agent,44,0.0,0.926462,0.924082,0.938151,0.798252,0.945368,0.865469,0.904071
constraint_weak_agent,45,0.0,0.938778,0.935635,0.949861,0.807356,0.954538,0.875702,0.914773
constraint_weak_agent,46,0.0,0.931364,0.927716,0.941752,0.798007,0.944502,0.866907,0.906163
constraint_weak_agent,47,0.0,0.950615,0.946415,0.960509,0.814669,0.96132,0.884475,0.924144
constraint_weak_agent,48,0.0,0.966778,0.962356,0.975978,0.830169,0.975592,0.899991,0.939592
constraint_weak_agent,49,0.0,0.976739,0.972348,0.985117,0.84104,0.984102,0.910157,0.949294
constraint_weak_agent,50,0.0,0.988018,0.983793,0.995548,0.854157,0.99423,0.922153,0.960599
constraint_weak_agent,51,0.0,0.993974,0.990054,1.0,0.862978,0.999323,0.929314,0.966758
constraint_weak_agent,52,0.0,1.0,1.0,1.0,0.897615,1.0,0.948807,0.977475
constraint_weak_agent,53,0.0,0.998694,0.998694,0.998694,0.89938,0.998694,0.949037,0.976845
constraint_weak_agent,54,0.0,0.994252,0.994234,0.99427,0.897792,0.994234,0.94602,0.973027
constraint_weak_agent,55,0.0,0.983673,0.983577,0.983769,0.889556,0.983577,0.936602,0.962949
constraint_weak_agent,56,0.0,0.970247,0.969932,0.970558,0.877385,0.969932,0.923776,0.949758
constraint_weak_agent,57,0.0,0.955328,0.954633,0.956013,0.862396,0.954633,0.908771,0.934752
constraint_weak_agent,58,0.0,0.947625,0.946382,0.948839,0.853193,0.946382,0.900241,0.926614
constraint_weak_agent,59,0.0,0.953164,0.951327,0.954941,0.856537,0.951327,0.904596,0.931553
constraint_weak_agent,60,0.208427,0.845198,0.853332,0.868224,0.705287,0.91586,0.784681,0.834997
constraint_weak_agent,61,0.0,0.85322,0.858276,0.87519,0.702646,0.913801,0.786483,0.837856
constraint_weak_agent,62,0.0,0.885217,0.887651,0.906166,0.725069,0.936958,0.81277,0.865266
constraint_weak_agent,63,0.0,0.910771,0.911326,0.930394,0.744408,0.95511,0.834324,0.887333
constraint_weak_agent,64,0.0,0.919619,0.918862,0.937744,0.749681,0.957743,0.840563,0.893583
constraint_weak_agent,65,0.0,0.919953,0.918156,0.936666,0.747397,0.952682,0.838837,0.891762
constraint_weak_agent,66,0.0,0.938265,0.935549,0.953759,0.763201,0.966208,0.855206,0.908129
constraint_weak_agent,67,0.0,0.948864,0.945587,0.963053,0.773125,0.972812,0.864864,0.917394
constraint_weak_agent,68,0.0,0.933585,0.929959,0.946503,0.758209,0.954135,0.84924,0.901177
constraint_weak_agent,69,0.0,0.940933,0.936784,0.952973,0.764443,0.958252,0.855529,0.907344
constraint_weak_agent,70,0.0,0.952306,0.947795,0.963487,0.775441,0.966859,0.866275,0.917827
constraint_weak_agent,71,0.0,0.94482,0.940147,0.955104,0.768682,0.957075,0.858779,0.909817
constraint_weak_agent,72,0.0,0.954621,0.949698,0.964237,0.778469,0.96473,0.868224,0.918994
constraint_weak_agent,73,0.0,0.938516,0.933509,0.947421,0.763293,0.946858,0.852291,0.902571
constraint_weak_agent,74,0.0,0.966306,0.960999,0.974825,0.790437,0.972853,0.879465,0.929716
constraint_weak_agent,75,0.0,0.989271,0.984086,0.997069,0.815443,0.994613,0.903244,0.952759
constraint_weak_agent,76,0.0,0.986835,0.982081,0.993692,0.817192,0.991428,0.902763,0.950978
constraint_weak_agent,77,0.0,0.993945,0.98954,1.0,0.828128,0.99784,0.911658,0.958687
