scarcity,visibility,coupling,fragmentation,winner,competitive_score,antifragile_score,recursive_score,unification_score
0.3,0.4,0.2,0.3,antifragile,0.168741,0.684843,0.262889,0.287833
0.3,0.4,0.2,0.4,antifragile,0.420401,0.690088,0.246027,0.146268
0.3,0.4,0.2,0.5,antifragile,0.452653,0.907412,0.228483,0.119164
0.3,0.4,0.2,0.6,antifragile,0.62142,0.966525,0.220978,0.075763
0.3,0.4,0.2,0.7,antifragile,0.521188,1.041167,0.086096,-0.086466
0.3,0.4,0.2,0.8,antifragile,0.848729,1.12126,0.194628,-0.200384
0.3,0.4,0.2,0.9,antifragile,0.830816,1.273118,0.042931,-0.199634
0.3,0.4,0.2,1.0,antifragile,0.989385,1.322871,0.004788,-0.291025
0.3,0.4,0.3,0.0,unification,-0.162918,0.425721,0.494874,0.655318
0.3,0.4,0.3,0.1,antifragile,-0.111123,0.513489,0.499516,0.495048
0.3,0.4,0.3,0.2,unification,-0.072156,0.493497,0.436507,0.503326
0.3,0.4,0.3,0.3,antifragile,0.160739,0.621228,0.454871,0.458606
0.3,0.4,0.3,0.4,antifragile,0.248879,0.782267,0.262555,0.330746
0.3,0.4,0.3,0.5,antifragile,0.361876,0.850102,0.219242,0.23698
0.3,0.4,0.3,0.6,antifragile,0.485023,0.938858,0.324306,0.203075
0.3,0.4,0.3,0.7,antifragile,0.571958,1.043749,0.214932,0.087339
0.3,0.4,0.3,0.8,antifragile,0.72474,1.102735,0.203099,0.043065
0.3,0.4,0.3,0.9,antifragile,0.830608,1.261674,0.261422,-0.054854
0.3,0.4,0.3,1.0,antifragile,0.881935,1.320591,0.128441,-0.144324
0.3,0.4,0.4,0.0,unification,-0.210249,0.225794,0.665692,0.892521
0.3,0.4,0.4,0.1,unification,-0.146596,0.434607,0.537918,0.715316
0.3,0.4,0.4,0.2,unification,-0.030102,0.531678,0.546035,0.661333
0.3,0.4,0.4,0.3,antifragile,0.089919,0.634332,0.418783,0.586613
0.3,0.4,0.4,0.4,antifragile,0.247929,0.688669,0.504974,0.414135
0.3,0.4,0.4,0.5,antifragile,0.263512,0.752942,0.458961,0.457024
0.3,0.4,0.4,0.6,antifragile,0.37004,0.938553,0.432531,0.288354
0.3,0.4,0.4,0.7,antifragile,0.491488,1.011681,0.267873,0.210505
0.3,0.4,0.4,0.8,antifragile,0.702139,1.044999,0.312691,0.14619
0.3,0.4,0.4,0.9,antifragile,0.696812,1.176083,0.317631,0.06268
0.3,0.4,0.4,1.0,antifragile,0.850491,1.340043,0.175529,-0.102346
0.3,0.4,0.5,0.0,unification,-0.286583,0.281826,0.71968,0.886884
0.3,0.4,0.5,0.1,unification,-0.245574,0.315153,0.638187,0.807604
0.3,0.4,0.5,0.2,unification,-0.198883,0.449844,0.48033,0.697005
0.3,0.4,0.5,0.3,unification,-0.005879,0.577383,0.501291,0.697394
0.3,0.4,0.5,0.4,antifragile,0.021089,0.691098,0.509218,0.568744
0.3,0.4,0.5,0.5,antifragile,0.170447,0.877976,0.43706,0.511328
0.3,0.4,0.5,0.6,antifragile,0.324068,0.796879,0.355287,0.384945
0.3,0.4,0.5,0.7,antifragile,0.432973,0.9229,0.383445,0.375538
0.3,0.4,0.5,0.8,antifragile,0.464683,1.030562,0.279308,0.261036
0.3,0.4,0.5,0.9,antifragile,0.626475,1.169777,0.257737,0.150406
0.3,0.4,0.5,1.0,antifragile,0.661076,1.212695,0.349089,0.058962
0.3,0.4,0.6,0.0,unification,-0.533296,0.206006,0.679452,0.985211
0.3,0.4,0.6,0.1,unification,-0.321451,0.262686,0.735616,0.966287
0.3,0.4,0.6,0.2,unification,-0.271576,0.441367,0.633117,0.922042
0.3,0.4,0.6,0.3,unification,-0.169917,0.505682,0.614732,0.829474
0.3,0.4,0.6,0.4,unification,0.002222,0.488915,0.612712,0.62277
0.3,0.4,0.6,0.5,antifragile,0.067934,0.709591,0.542397,0.650041
0.3,0.4,0.6,0.6,antifragile,0.231004,0.771327,0.47951,0.538202
0.3,0.4,0.6,0.7,antifragile,0.227813,0.881151,0.547404,0.379685
0.3,0.4,0.6,0.8,antifragile,0.397994,0.970385,0.540263,0.343107
0.3,0.4,0.6,0.9,antifragile,0.501009,1.043462,0.400466,0.298508
0.3,0.4,0.6,1.0,antifragile,0.590709,1.239436,0.373553,0.242595
0.3,0.4,0.7,0.0,unification,-0.571407,0.217159,0.834345,1.247884
0.3,0.4,0.7,0.1,unification,-0.439187,0.300438,0.782088,1.064202
0.3,0.4,0.7,0.2,unification,-0.323114,0.435979,0.730772,1.011329
0.3,0.4,0.7,0.3,unification,-0.215792,0.507918,0.639625,0.873763
0.3,0.4,0.7,0.4,unification,-0.183292,0.586644,0.639951,0.810188
0.3,0.4,0.7,0.5,unification,-0.064714,0.659838,0.588795,0.787895
0.3,0.4,0.7,0.6,antifragile,0.128961,0.782511,0.589903,0.563116
0.3,0.4,0.7,0.7,antifragile,0.19209,0.831927,0.577364,0.610985
0.3,0.4,0.7,0.8,antifragile,0.341232,1.028152,0.496584,0.464511
0.3,0.4,0.7,0.9,antifragile,0.486894,1.068311,0.47265,0.502326
0.3,0.4,0.7,1.0,antifragile,0.573887,1.145473,0.410703,0.391326
0.3,0.4,0.8,0.0,unification,-0.63465,0.171226,0.963814,1.344004
0.3,0.4,0.8,0.1,unification,-0.507507,0.309199,0.912569,1.242745
0.3,0.4,0.8,0.2,unification,-0.461582,0.450518,0.788316,1.145469
0.3,0.4,0.8,0.3,unification,-0.381838,0.450094,0.781435,1.051788
0.3,0.4,0.8,0.4,unification,-0.187912,0.502183,0.768529,1.029684
0.3,0.4,0.8,0.5,unification,-0.160613,0.602297,0.773038,0.878878
0.3,0.4,0.8,0.6,antifragile,0.022558,0.791115,0.650297,0.764033
0.3,0.4,0.8,0.7,antifragile,0.092868,0.81759,0.716976,0.619946
0.3,0.4,0.8,0.8,antifragile,0.175289,0.861716,0.680085,0.58928
0.3,0.4,0.8,0.9,antifragile,0.328666,0.944268,0.556881,0.578326
0.3,0.4,0.8,1.0,antifragile,0.467648,1.114607,0.451756,0.433602
0.3,0.4,0.9,0.0,unification,-0.727654,0.085409,1.047745,1.469253
0.3,0.4,0.9,0.1,unification,-0.651432,0.266292,0.969513,1.397357
0.3,0.4,0.9,0.2,unification,-0.413292,0.270317,0.973474,1.320248
0.3,0.4,0.9,0.3,unification,-0.453534,0.391244,0.865681,1.163361
0.3,0.4,0.9,0.4,unification,-0.312818,0.505086,0.896899,0.990209
0.3,0.4,0.9,0.5,unification,-0.233695,0.643496,0.842639,0.947073
0.3,0.4,0.9,0.6,unification,-0.047015,0.771343,0.772549,0.864602
0.3,0.4,0.9,0.7,antifragile,0.078748,0.886152,0.690693,0.831963
0.3,0.4,0.9,0.8,antifragile,0.199508,0.900768,0.607635,0.767171
0.3,0.4,0.9,0.9,antifragile,0.20606,0.926464,0.568613,0.71952
0.3,0.4,0.9,1.0,antifragile,0.323264,1.101667,0.643948,0.583091
0.3,0.4,1.0,0.0,unification,-0.810171,0.119052,1.106905,1.511992
0.3,0.4,1.0,0.1,unification,-0.757467,0.189751,1.053692,1.486466
0.3,0.4,1.0,0.2,unification,-0.549917,0.307195,0.979456,1.270942
0.3,0.4,1.0,0.3,unification,-0.533447,0.317775,0.943481,1.307114
0.3,0.4,1.0,0.4,unification,-0.38078,0.572909,0.964154,1.305458
0.3,0.4,1.0,0.5,unification,-0.239243,0.629285,0.882055,1.071275
0.3,0.4,1.0,0.6,unification,-0.187448,0.669407,0.828592,0.989943
0.3,0.4,1.0,0.7,unification,-0.034158,0.71473,0.743325,0.898896
0.3,0.4,1.0,0.8,unification,0.043282,0.810454,0.768596,0.900022
0.3,0.4,1.0,0.9,antifragile,0.193722,0.921959,0.674803,0.756219
0.3,0.4,1.0,1.0,antifragile,0.307782,1.09446,0.717644,0.760072
0.3,0.5,0.0,0.0,antifragile,0.08646,0.470839,0.439328,0.406973
0.3,0.5,0.0,0.1,antifragile,0.160992,0.625429,0.226147,0.286689
0.3,0.5,0.0,0.2,antifragile,0.158936,0.595898,0.328966,0.353439
0.3,0.5,0.0,0.3,antifragile,0.317116,0.822708,0.319231,0.175417
0.3,0.5,0.0,0.4,antifragile,0.438734,0.862716,0.231878,0.123735
0.3,0.5,0.0,0.5,antifragile,0.57309,0.991373,0.16244,-0.084648
0.3,0.5,0.0,0.6,antifragile,0.704886,1.000769,0.155969,-0.052213
0.3,0.5,0.0,0.7,antifragile,0.712978,1.12961,0.191074,-0.178974
0.3,0.5,0.0,0.8,antifragile,0.818989,1.295044,0.006366,-0.356026
0.3,0.5,0.0,0.9,antifragile,1.015988,1.304169,0.021059,-0.385635
0.3,0.5,0.0,1.0,antifragile,1.13536,1.454175,-0.16446,-0.410899
0.3,0.5,0.1,0.0,unification,-0.104487,0.530836,0.46976,0.582808
0.3,0.5,0.1,0.1,antifragile,-0.015527,0.515497,0.408718,0.441969
0.3,0.5,0.1,0.2,antifragile,0.1969,0.642334,0.308759,0.333621
0.3,0.5,0.1,0.3,antifragile,0.288253,0.736637,0.318964,0.343009
0.3,0.5,0.1,0.4,antifragile,0.304262,0.728241,0.247357,0.217104
0.3,0.5,0.1,0.5,antifragile,0.447524,0.856979,0.300803,0.128175
0.3,0.5,0.1,0.6,antifragile,0.589451,1.050981,0.145074,0.050144
0.3,0.5,0.1,0.7,antifragile,0.725373,1.182016,0.206063,-0.024344
0.3,0.5,0.1,0.8,antifragile,0.703129,1.219253,0.082171,-0.070892
0.3,0.5,0.1,0.9,antifragile,0.956519,1.267474,0.087701,-0.207575
0.3,0.5,0.1,1.0,antifragile,1.05504,1.326219,-0.060481,-0.303093
0.3,0.5,0.2,0.0,unification,-0.306571,0.432929,0.56461,0.731804
0.3,0.5,0.2,0.1,antifragile,-0.101128,0.528059,0.527575,0.526214
0.3,0.5,0.2,0.2,antifragile,0.085767,0.628717,0.424728,0.507069
0.3,0.5,0.2,0.3,antifragile,0.143033,0.749004,0.396977,0.426355
0.3,0.5,0.2,0.4,antifragile,0.228953,0.758108,0.383577,0.285162
0.3,0.5,0.2,0.5,antifragile,0.410029,0.929612,0.296744,0.255689
0.3,0.5,0.2,0.6,antifragile,0.441515,0.914784,0.265139,0.157484
0.3,0.5,0.2,0.7,antifragile,0.61607,1.097474,0.300384,0.025942
0.3,0.5,0.2,0.8,antifragile,0.681165,1.267218,0.118446,-0.032598
0.3,0.5,0.2,0.9,antifragile,0.756425,1.27023,0.153278,-0.064892
0.3,0.5,0.2,1.0,antifragile,0.932776,1.309719,0.105592,-0.180006
0.3,0.5,0.3,0.0,unification,-0.233031,0.511648,0.65514,0.744375
0.3,0.5,0.3,0.1,unification,-0.164692,0.494049,0.55403,0.733513
0.3,0.5,0.3,0.2,unification,-0.163569,0.607657,0.516181,0.619515
0.3,0.5,0.3,0.3,antifragile,0.133286,0.611924,0.513636,0.579696
0.3,0.5,0.3,0.4,antifragile,0.178517,0.68929,0.52752,0.444432
0.3,0.5,0.3,0.5,antifragile,0.253623,0.849476,0.400893,0.310491
0.3,0.5,0.3,0.6,antifragile,0.398248,0.930138,0.413544,0.31088
0.3,0.5,0.3,0.7,antifragile,0.581283,1.044418,0.299838,0.126513
0.3,0.5,0.3,0.8,antifragile,0.719667,1.183105,0.265379,0.199658
0.3,0.5,0.3,0.9,antifragile,0.787808,1.177436,0.222326,0.023384
0.3,0.5,0.3,1.0,antifragile,0.776496,1.335171,0.255598,-0.123663
0.3,0.5,0.4,0.0,unification,-0.34535,0.413425,0.725011,0.916219
0.3,0.5,0.4,0.1,unification,-0.283405,0.491542,0.606154,0.84714
0.3,0.5,0.4,0.2,unification,-0.138724,0.601281,0.595863,0.725113
0.3,0.5,0.4,0.3,antifragile,-0.092093,0.661864,0.563809,0.621896
0.3,0.5,0.4,0.4,antifragile,0.041659,0.761855,0.489852,0.529292
0.3,0.5,0.4,0.5,antifragile,0.234818,0.821694,0.552772,0.477032
0.3,0.5,0.4,0.6,antifragile,0.299944,0.932815,0.534364,0.475294
0.3,0.5,0.4,0.7,antifragile,0.467662,0.988559,0.375659,0.36304
0.3,0.5,0.4,0.8,antifragile,0.588838,1.173141,0.385652,0.27639
0.3,0.5,0.4,0.9,antifragile,0.667269,1.217447,0.354619,0.15991
0.3,0.5,0.4,1.0,antifragile,0.700595,1.270697,0.269925,-0.009962
0.3,0.5,0.5,0.0,unification,-0.442857,0.317971,0.828098,1.108036
0.3,0.5,0.5,0.1,unification,-0.273785,0.485923,0.712146,0.888402
0.3,0.5,0.5,0.2,unification,-0.183463,0.579107,0.7878,0.89925
0.3,0.5,0.5,0.3,unification,-0.219835,0.62328,0.697772,0.852604
0.3,0.5,0.5,0.4,antifragile,0.061481,0.745482,0.600636,0.653544
0.3,0.5,0.5,0.5,antifragile,0.126698,0.755379,0.663757,0.534772
0.3,0.5,0.5,0.6,antifragile,0.238344,0.905977,0.539662,0.488744
0.3,0.5,0.5,0.7,antifragile,0.216911,0.958429,0.484306,0.505587
0.3,0.5,0.5,0.8,antifragile,0.390857,1.102639,0.405388,0.389012
0.3,0.5,0.5,0.9,antifragile,0.428115,1.279765,0.422947,0.140275
0.3,0.5,0.5,1.0,antifragile,0.614113,1.226217,0.357209,0.176768
0.3,0.5,0.6,0.0,unification,-0.573131,0.244179,0.817066,1.211089
0.3,0.5,0.6,0.1,unification,-0.369943,0.367271,0.834118,1.028683
0.3,0.5,0.6,0.2,unification,-0.316449,0.486498,0.78403,1.019804
0.3,0.5,0.6,0.3,unification,-0.194565,0.517293,0.814652,0.904618
0.3,0.5,0.6,0.4,unification,-0.016221,0.686021,0.813547,0.888763
0.3,0.5,0.6,0.5,unification,0.021359,0.723845,0.639922,0.771652
0.3,0.5,0.6,0.6,antifragile,0.127156,0.825549,0.676653,0.661939
0.3,0.5,0.6,0.7,antifragile,0.27195,0.901226,0.644974,0.60005
0.3,0.5,0.6,0.8,antifragile,0.399878,1.093872,0.550752,0.481731
0.3,0.5,0.6,0.9,antifragile,0.539152,1.125472,0.552422,0.385931
0.3,0.5,0.6,1.0,antifragile,0.466906,1.173633,0.495296,0.355057
0.3,0.5,0.7,0.0,unification,-0.609539,0.307297,0.979563,1.256238
0.3,0.5,0.7,0.1,unification,-0.490285,0.35348,0.891222,1.233626
0.3,0.5,0.7,0.2,unification,-0.406031,0.40975,0.871107,1.195678
0.3,0.5,0.7,0.3,unification,-0.230956,0.544407,0.842863,0.968348
0.3,0.5,0.7,0.4,unification,-0.104032,0.681817,0.837598,0.841263
0.3,0.5,0.7,0.5,unification,-0.077954,0.718644,0.794141,0.847448
0.3,0.5,0.7,0.6,antifragile,0.018414,0.850971,0.681321,0.756298
0.3,0.5,0.7,0.7,antifragile,0.149666,0.981924,0.720423,0.75377
0.3,0.5,0.7,0.8,antifragile,0.253166,1.084754,0.552941,0.716112
0.3,0.5,0.7,0.9,antifragile,0.467588,1.127831,0.641613,0.5281
0.3,0.5,0.7,1.0,antifragile,0.459522,1.169456,0.557549,0.472797
0.3,0.5,0.8,0.0,unification,-0.699006,0.31433,1.050014,1.345559
0.3,0.5,0.8,0.1,unification,-0.527784,0.248952,0.97703,1.348587
0.3,0.5,0.8,0.2,unification,-0.479141,0.332728,0.927676,1.175961
0.3,0.5,0.8,0.3,unification,-0.358914,0.559169,0.863908,1.214783
0.3,0.5,0.8,0.4,unification,-0.233461,0.562046,0.785871,1.026437
0.3,0.5,0.8,0.5,unification,-0.199763,0.767084,0.839085,0.944659
0.3,0.5,0.8,0.6,unification,-0.052608,0.720233,0.830717,0.861117
0.3,0.5,0.8,0.7,unification,0.008374,0.898775,0.852512,0.934889
0.3,0.5,0.8,0.8,antifragile,0.108007,0.94517,0.750777,0.798439
0.3,0.5,0.8,0.9,antifragile,0.161796,1.074367,0.660643,0.558799
0.3,0.5,0.8,1.0,antifragile,0.313142,1.136611,0.647941,0.620405
0.3,0.5,0.9,0.0,unification,-0.792283,0.227377,1.131336,1.509753
0.3,0.5,0.9,0.1,unification,-0.709187,0.309776,1.141628,1.452606
0.3,0.5,0.9,0.2,unification,-0.636456,0.386783,1.073899,1.436636
0.3,0.5,0.9,0.3,unification,-0.513938,0.43161,1.047808,1.269628
0.3,0.5,0.9,0.4,unification,-0.392484,0.622707,0.90145,1.30781
0.3,0.5,0.9,0.5,unification,-0.290632,0.698336,0.92456,1.133568
0.3,0.5,0.9,0.6,unification,-0.163139,0.792829,0.872634,1.006353
0.3,0.5,0.9,0.7,unification,0.050667,0.846469,0.816215,0.875486
0.3,0.5,0.9,0.8,recursive,0.163279,0.912404,0.913092,0.884943
0.3,0.5,0.9,0.9,antifragile,0.187144,1.043492,0.880798,0.670389
0.3,0.5,0.9,1.0,antifragile,0.300717,1.11674,0.719345,0.702466
0.3,0.5,1.0,0.0,unification,-0.913313,0.154407,1.213821,1.604322
0.3,0.5,1.0,0.1,unification,-0.770932,0.275803,1.147897,1.678395
0.3,0.5,1.0,0.2,unification,-0.613221,0.377198,1.176591,1.501505
0.3,0.5,1.0,0.3,unification,-0.512931,0.508538,1.135401,1.386486
0.3,0.5,1.0,0.4,unification,-0.461984,0.553684,1.096887,1.326126
0.3,0.5,1.0,0.5,unification,-0.37834,0.69921,0.961384,1.197933
0.3,0.5,1.0,0.6,unification,-0.306356,0.667822,1.037367,1.224042
0.3,0.5,1.0,0.7,unification,-0.133702,0.834816,0.934475,1.015401
0.3,0.5,1.0,0.8,antifragile,0.090905,0.973737,0.912721,0.947206
0.3,0.5,1.0,0.9,antifragile,0.078753,0.965379,0.859879,0.920496
0.3,0.5,1.0,1.0,antifragile,0.182944,1.022279,0.921603,0.831876
0.3,0.6,0.0,0.0,unification,-0.05217,0.51888,0.401899,0.535835
0.3,0.6,0.0,0.1,antifragile,0.018839,0.670477,0.485304,0.493251
0.3,0.6,0.0,0.2,antifragile,0.194414,0.820183,0.419493,0.424961
0.3,0.6,0.0,0.3,antifragile,0.279693,0.729998,0.352274,0.241614
0.3,0.6,0.0,0.4,antifragile,0.376572,0.880449,0.350284,0.249051
0.3,0.6,0.0,0.5,antifragile,0.535179,1.095963,0.196199,0.05505
0.3,0.6,0.0,0.6,antifragile,0.731391,1.160476,0.251222,0.031602
0.3,0.6,0.0,0.7,antifragile,0.692157,1.108313,0.161384,-0.060592
0.3,0.6,0.0,0.8,antifragile,0.769207,1.270743,0.287937,-0.152583
0.3,0.6,0.0,0.9,antifragile,0.928906,1.407127,0.149473,-0.248864
0.3,0.6,0.0,1.0,antifragile,1.087349,1.512178,0.015642,-0.315375
0.3,0.6,0.1,0.0,unification,-0.173607,0.494092,0.590465,0.696736
0.3,0.6,0.1,0.1,antifragile,-0.029167,0.616946,0.529282,0.47244
0.3,0.6,0.1,0.2,antifragile,0.093895,0.719418,0.435762,0.509029
0.3,0.6,0.1,0.3,antifragile,0.197397,0.848562,0.470515,0.42608
0.3,0.6,0.1,0.4,antifragile,0.322339,0.869673,0.4256,0.293944
0.3,0.6,0.1,0.5,antifragile,0.440515,0.899514,0.405837,0.240885
0.3,0.6,0.1,0.6,antifragile,0.543269,1.035973,0.329499,0.158032
0.3,0.6,0.1,0.7,antifragile,0.626694,1.117622,0.316811,-0.022295
0.3,0.6,0.1,0.8,antifragile,0.681608,1.186863,0.286411,0.005007
0.3,0.6,0.1,0.9,antifragile,0.847802,1.433659,0.189203,-0.069521
0.3,0.6,0.1,1.0,antifragile,0.938301,1.450688,0.230331,-0.080906
0.3,0.6,0.2,0.0,unification,-0.276573,0.511686,0.665956,0.806556
0.3,0.6,0.2,0.1,unification,-0.132641,0.548346,0.430751,0.78174
0.3,0.6,0.2,0.2,antifragile,-0.069737,0.647922,0.558985,0.58081
0.3,0.6,0.2,0.3,antifragile,0.087012,0.752784,0.494173,0.542465
0.3,0.6,0.2,0.4,antifragile,0.183348,0.896392,0.422981,0.409731
0.3,0.6,0.2,0.5,antifragile,0.331265,0.913013,0.40483,0.335485
0.3,0.6,0.2,0.6,antifragile,0.399951,1.035141,0.399502,0.228572
0.3,0.6,0.2,0.7,antifragile,0.553658,1.201311,0.274479,0.117323
0.3,0.6,0.2,0.8,antifragile,0.675143,1.30849,0.223541,0.150772
0.3,0.6,0.2,0.9,antifragile,0.816894,1.281879,0.368983,0.0161
0.3,0.6,0.2,1.0,antifragile,0.860732,1.384038,0.300051,-0.018277
0.3,0.6,0.3,0.0,unification,-0.258765,0.50703,0.734542,1.070419
0.3,0.6,0.3,0.1,unification,-0.16746,0.557026,0.645142,0.753498
0.3,0.6,0.3,0.2,unification,-0.197251,0.578317,0.723865,0.769354
0.3,0.6,0.3,0.3,antifragile,-0.045669,0.713207,0.602113,0.700003
0.3,0.6,0.3,0.4,antifragile,0.05106,0.832484,0.590004,0.532557
0.3,0.6,0.3,0.5,antifragile,0.2844,0.895221,0.485362,0.532644
0.3,0.6,0.3,0.6,antifragile,0.317725,1.025421,0.435766,0.445621
0.3,0.6,0.3,0.7,antifragile,0.533621,1.036858,0.47271,0.280735
0.3,0.6,0.3,0.8,antifragile,0.66948,1.256982,0.429105,0.173607
0.3,0.6,0.3,0.9,antifragile,0.595697,1.327314,0.306875,0.083444
0.3,0.6,0.3,1.0,antifragile,0.755442,1.391671,0.354002,0.043024
0.3,0.6,0.4,0.0,unification,-0.388993,0.356909,0.851332,1.050706
0.3,0.6,0.4,0.1,unification,-0.294968,0.5541,0.757233,0.921946
0.3,0.6,0.4,0.2,unification,-0.29942,0.48905,0.731201,0.864624
0.3,0.6,0.4,0.3,unification,-0.159304,0.641445,0.776173,0.828792
0.3,0.6,0.4,0.4,antifragile,-0.05808,0.757883,0.6803,0.668677
0.3,0.6,0.4,0.5,antifragile,0.074565,0.858088,0.674533,0.67407
0.3,0.6,0.4,0.6,antifragile,0.188228,0.993028,0.579679,0.479588
0.3,0.6,0.4,0.7,antifragile,0.320146,1.001788,0.598153,0.522624
0.3,0.6,0.4,0.8,antifragile,0.424471,1.127546,0.55273,0.420807
0.3,0.6,0.4,0.9,antifragile,0.499279,1.247598,0.457053,0.236461
0.3,0.6,0.4,1.0,antifragile,0.684299,1.315003,0.392987,0.184933
0.3,0.6,0.5,0.0,unification,-0.599453,0.262177,0.950914,1.127984
0.3,0.6,0.5,0.1,unification,-0.308257,0.558592,0.839676,1.196953
0.3,0.6,0.5,0.2,unification,-0.258121,0.522734,0.695908,1.029408
0.3,0.6,0.5,0.3,unification,-0.193435,0.671568,0.773558,0.852807
0.3,0.6,0.5,0.4,unification,-0.106351,0.780332,0.727281,0.806979
0.3,0.6,0.5,0.5,antifragile,-0.050969,0.84456,0.649403,0.785926
0.3,0.6,0.5,0.6,antifragile,0.098295,0.920215,0.773199,0.639671
0.3,0.6,0.5,0.7,antifragile,0.222971,1.059281,0.535737,0.63254
0.3,0.6,0.5,0.8,antifragile,0.404697,1.151223,0.416145,0.472029
0.3,0.6,0.5,0.9,antifragile,0.401357,1.276205,0.597628,0.4194
0.3,0.6,0.5,1.0,antifragile,0.514844,1.389715,0.491887,0.405269
0.3,0.6,0.6,0.0,unification,-0.601731,0.35534,0.966985,1.360348
0.3,0.6,0.6,0.1,unification,-0.474578,0.497145,0.958877,1.202648
0.3,0.6,0.6,0.2,unification,-0.365243,0.592127,0.960837,1.126911
0.3,0.6,0.6,0.3,unification,-0.377861,0.655519,0.798065,1.03675
0.3,0.6,0.6,0.4,unification,-0.180788,0.639112,0.848625,1.057716
0.3,0.6,0.6,0.5,unification,-0.08063,0.843294,0.907784,0.908131
0.3,0.6,0.6,0.6,antifragile,0.012758,0.911851,0.774039,0.851691
0.3,0.6,0.6,0.7,antifragile,0.215703,0.856506,0.66719,0.691499
0.3,0.6,0.6,0.8,antifragile,0.214236,0.904995,0.633719,0.609819
0.3,0.6,0.6,0.9,antifragile,0.348736,1.135153,0.632073,0.542154
0.3,0.6,0.6,1.0,antifragile,0.46157,1.348587,0.592886,0.396424
0.3,0.6,0.7,0.0,unification,-0.761227,0.284352,1.130671,1.373816
0.3,0.6,0.7,0.1,unification,-0.565206,0.394728,1.134662,1.349513
0.3,0.6,0.7,0.2,unification,-0.519911,0.521818,1.033501,1.225149
0.3,0.6,0.7,0.3,unification,-0.4332,0.606802,0.958176,1.084172
0.3,0.6,0.7,0.4,unification,-0.252274,0.64315,0.83922,1.057394
0.3,0.6,0.7,0.5,unification,-0.090854,0.830403,0.922338,1.003462
0.3,0.6,0.7,0.6,antifragile,-0.01521,0.869932,0.779747,0.859725
0.3,0.6,0.7,0.7,antifragile,0.034641,1.030068,0.848835,0.766006
0.3,0.6,0.7,0.8,antifragile,0.17767,1.03487,0.747245,0.708198
0.3,0.6,0.7,0.9,antifragile,0.355285,1.149055,0.725808,0.661213
0.3,0.6,0.7,1.0,antifragile,0.343611,1.250428,0.728116,0.638635
0.3,0.6,0.8,0.0,unification,-0.852391,0.18407,1.163107,1.595459
0.3,0.6,0.8,0.1,unification,-0.66702,0.389015,1.051988,1.426401
0.3,0.6,0.8,0.2,unification,-0.684806,0.442876,0.971789,1.436633
0.3,0.6,0.8,0.3,unification,-0.387259,0.552032,0.964371,1.303786
0.3,0.6,0.8,0.4,unification,-0.262043,0.663787,1.059249,1.175742
0.3,0.6,0.8,0.5,unification,-0.288561,0.731457,0.863665,1.228204
0.3,0.6,0.8,0.6,unification,-0.128017,0.873339,0.896925,0.952846
0.3,0.6,0.8,0.7,unification,0.046291,0.868795,0.897442,0.967154
0.3,0.6,0.8,0.8,antifragile,0.088698,0.980771,0.832518,0.812497
0.3,0.6,0.8,0.9,antifragile,0.235459,1.143577,0.79893,0.746582
0.3,0.6,0.8,1.0,antifragile,0.410366,1.144897,0.682769,0.6859
0.3,0.6,0.9,0.0,unification,-0.897902,0.279879,1.277306,1.666476
0.3,0.6,0.9,0.1,unification,-0.749983,0.344108,1.310178,1.592668
0.3,0.6,0.9,0.2,unification,-0.699054,0.424925,1.034066,1.493368
0.3,0.6,0.9,0.3,unification,-0.500351,0.540109,1.139928,1.442462
0.3,0.6,0.9,0.4,unification,-0.389837,0.676262,1.107373,1.309194
0.3,0.6,0.9,0.5,unification,-0.450676,0.748909,1.07076,1.247633
0.3,0.6,0.9,0.6,unification,-0.259403,0.843258,0.992138,1.153279
0.3,0.6,0.9,0.7,unification,-0.117799,0.912493,0.907568,1.098128
0.3,0.6,0.9,0.8,recursive,-0.041044,0.95071,0.969262,0.935249
0.3,0.6,0.9,0.9,antifragile,0.149172,1.085068,0.802586,0.968224
0.3,0.6,0.9,1.0,antifragile,0.230513,1.194706,0.895362,0.889961
0.3,0.6,1.0,0.0,unification,-0.964949,0.220864,1.348559,1.772857
0.3,0.6,1.0,0.1,unification,-0.944172,0.295746,1.358947,1.734167
0.3,0.6,1.0,0.2,unification,-0.808371,0.434876,1.234527,1.515399
0.3,0.6,1.0,0.3,unification,-0.594105,0.427731,1.299036,1.592389
0.3,0.6,1.0,0.4,unification,-0.54639,0.592968,1.291196,1.5
0.3,0.6,1.0,0.5,unification,-0.41309,0.809458,1.135879,1.394091
0.3,0.6,1.0,0.6,unification,-0.361811,0.676264,1.07561,1.28192
0.3,0.6,1.0,0.7,unification,-0.188537,0.784011,1.083034,1.153481
0.3,0.6,1.0,0.8,unification,-0.064563,0.996746,0.990225,1.061809
0.3,0.6,1.0,0.9,unification,0.092182,1.088646,0.977599,1.098421
0.3,0.6,1.0,1.0,antifragile,0.129163,1.108975,0.879915,0.93461
0.3,0.7,0.0,0.0,unification,-0.111414,0.654488,0.596176,0.720656
0.3,0.7,0.0,0.1,antifragile,-0.050713,0.64092,0.489684,0.549688
0.3,0.7,0.0,0.2,antifragile,0.006567,0.875476,0.536965,0.485219
0.3,0.7,0.0,0.3,antifragile,0.2661,0.804887,0.468143,0.504984
0.3,0.7,0.0,0.4,antifragile,0.282798,1.087341,0.47428,0.385296
